Stars,Position,Name,Class,Ht,Wt,Previous School,New School,Season,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,MPG,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4.0,C,Josh Carlton,SR,-11,245,Connecticut,Houston,2020-21,Connecticut,Big East,19,214,16.2,0.504,0.48200000000000004,15.4,21.6,18.4,6.2,2.0,4.2,19.4,19.3,73,102.1,93.5,0.3,0.5,0.7,-1.7,2.8,1.0,11.3,1.4,2.9,1.4,2.9,0.0,0.0,0.7,1.2,1.6,2.1,3.7,0.4,0.4,0.4,0.8,2.6,3.5
4.0,PG,Marcus Carr,RSSR,6-2,175,Minnesota,Texas,2020-21,Minnesota,Big Ten,29,1038,20.7,0.517,0.451,2.1,9.9,5.9,31.5,2.1,0.4,11.1,28.5,556,109.3,105.7,2.9,0.9,3.8,5.5,1.6,7.1,35.8,6.0,15.6,3.9,9.1,2.1,6.5,5.3,6.7,0.8,3.2,4.0,4.9,1.3,0.1,2.3,2.3,19.4
4.0,PG,Marcus Carr,RSSR,6-2,175,Minnesota,Texas,2021-22,Texas,Big 12,34,1050,14.0,0.513,0.466,1.0,6.7,3.9,23.0,1.9,0.3,14.5,22.4,390,105.8,99.4,1.8,1.6,3.4,1.9,1.5,3.5,30.9,3.8,9.6,2.4,5.5,1.4,4.1,2.4,3.2,0.3,1.7,1.9,3.4,0.9,0.1,1.9,2.3,11.4
3.0,PF,Dimon Carrigan,SR,6-9,230,Florida International,West Virginia,2021-22,West Virginia,Big 12,32,316,15.4,0.49200000000000005,0.491,11.3,20.7,15.8,3.7,1.7,12.4,15.1,11.6,70,105.6,96.0,0.3,0.6,0.9,-0.7,4.3,3.7,9.9,0.8,1.7,0.8,1.7,0.0,0.0,0.3,0.6,1.0,1.7,2.7,0.2,0.3,1.1,0.3,1.7,1.9
3.0,PF,Dimon Carrigan,SR,6-9,230,Florida International,West Virginia,2020-21,Florida International,CUSA,24,465,25.0,0.6,0.623,13.4,22.9,18.0,6.7,3.2,13.0,17.1,17.1,168,114.2,93.5,1.0,1.0,2.0,0.4,2.6,3.0,19.4,2.8,4.4,2.8,4.3,0.0,0.1,1.3,2.6,2.4,3.7,6.1,0.7,1.1,2.5,1.2,2.7,6.8
2.0,SF,Brandon Carroll,RS SR,6-7,210,Florida Southern,William & Mary,2021-22,William & Mary,CAA,29,708,15.0,0.488,0.465,5.2,18.9,11.9,7.1,3.4,6.7,15.8,20.7,224,92.4,98.6,0.2,1.2,1.3,-2.0,1.6,-0.4,24.4,2.9,7.4,1.8,3.9,1.1,3.5,1.4,2.2,1.1,4.0,5.1,0.8,1.4,1.4,1.6,2.7,8.2
2.0,PG,Sincere Carry,SR,6-1,185,Duquesne,Kent State,2021-22,Kent State,MAC,34,1244,21.1,0.5529999999999999,0.513,2.4,12.0,7.3,28.3,2.2,0.7,14.4,26.6,617,113.0,99.9,3.6,1.9,5.5,3.7,0.2,3.9,36.6,6.1,14.1,3.8,7.6,2.3,6.5,3.4,4.4,0.7,3.8,4.5,4.8,1.4,0.2,2.7,1.7,17.9
3.5,PF,Grayson Carter,RS JR,6-9,225,UT Arlington,Texas Southern,2020-21,UT Arlington,Sun Belt,22,245,9.2,0.55,0.508,5.0,7.6,6.2,7.5,0.7,2.1,16.2,15.7,71,106.0,105.2,0.3,0.2,0.5,-6.1,-2.5,-8.6,11.1,1.1,2.8,0.5,1.0,0.6,1.8,0.5,0.5,0.5,0.8,1.3,0.5,0.1,0.2,0.6,2.2,3.4
2.0,PF,Jason Carter,RS SR,6-8,227,Xavier,Ohio,2021-22,Ohio,MAC,34,975,22.1,0.512,0.498,8.3,19.3,13.5,9.0,2.4,4.2,8.5,25.7,443,107.7,96.5,2.0,1.8,3.9,1.5,0.5,2.0,28.7,5.6,11.9,4.9,9.1,0.7,2.8,1.8,3.0,2.2,4.5,6.7,1.1,1.2,1.1,1.2,2.0,13.6
2.0,PF,Jason Carter,RS SR,6-8,227,Xavier,Ohio,2020-21,Xavier,Big East,21,558,11.7,0.436,0.41200000000000003,8.4,15.7,12.2,9.3,1.4,2.8,12.5,13.8,139,100.5,101.3,0.4,0.8,1.2,-0.4,1.6,1.2,26.6,2.0,5.4,1.7,3.3,0.4,2.1,1.0,1.9,2.0,4.0,6.0,1.5,0.7,0.7,0.9,2.0,5.5
3.0,PG,Xavier Castaneda,SR,6-1,188,South Florida,Akron,2021-22,Akron,MAC,34,1083,18.9,0.569,0.516,2.7,11.1,7.0,15.1,1.8,0.4,11.0,22.8,443,118.5,101.0,3.2,1.5,4.8,3.0,-0.4,2.6,31.9,4.1,10.1,1.9,4.2,2.2,5.9,3.1,3.8,0.7,3.0,3.6,2.3,0.9,0.1,1.5,1.7,13.6
3.0,PG,Xavier Castaneda,SR,6-1,188,South Florida,Akron,2020-21,South Florida,AAC,20,477,12.2,0.49700000000000005,0.44,0.9,10.4,5.4,23.2,1.1,0.5,16.7,21.1,170,101.2,108.7,0.6,0.3,0.9,0.9,-0.2,0.7,23.9,2.7,7.5,1.5,4.4,1.2,3.1,1.9,2.1,0.2,2.1,2.3,2.6,0.5,0.1,1.7,1.5,8.5
2.0,PF,Tim Ceaser,JR,6-9,210,Coastal Carolina,Utah Valley,2021-22,Utah Valley,WAC,30,451,15.6,0.638,0.613,10.1,17.9,14.3,11.9,1.3,6.0,26.5,12.7,116,111.2,91.8,0.6,1.0,1.7,0.3,2.6,2.9,15.0,1.3,2.5,0.9,1.5,0.4,1.0,0.5,0.6,1.2,2.6,3.8,0.9,0.3,0.8,1.0,1.7,3.5
2.0,PF,Tim Ceaser,JR,6-9,210,Coastal Carolina,Utah Valley,2020-21,Coastal Carolina,Sun Belt,24,343,8.8,0.48100000000000004,0.447,6.7,14.0,10.5,5.8,0.6,6.3,24.1,16.9,91,89.1,96.3,0.0,0.6,0.6,-5.5,-1.0,-6.5,14.3,1.3,3.5,0.8,1.8,0.5,1.8,0.6,0.8,0.9,2.0,2.9,0.5,0.2,0.8,1.3,1.5,3.8
2.0,SF,Samkelo Cele,SR,6-5,210,Southern,Marist,2020-21,Southern,SWAC,19,468,18.1,0.5579999999999999,0.515,3.3,15.8,9.6,5.3,3.8,0.9,13.1,23.9,191,104.4,92.8,0.7,1.0,1.8,0.4,0.2,0.6,24.6,3.8,8.9,2.2,4.8,1.6,4.1,2.6,3.4,0.7,3.4,4.1,0.6,1.7,0.2,1.6,1.9,11.7
2.0,SF,Samkelo Cele,SR,6-5,210,Southern,Marist,2021-22,Marist,MAAC,30,651,16.2,0.534,0.517,2.2,16.2,9.3,5.6,1.7,0.7,8.6,21.5,233,107.6,102.1,1.1,0.9,2.0,-0.3,-0.6,-0.9,21.7,3.5,7.6,2.5,4.6,1.0,3.0,0.8,1.0,0.4,3.1,3.5,0.6,0.6,0.1,0.8,1.8,8.7
2.0,SG,Matt Cerruti,SR,6-4,190,Lock Haven,Albany,2021-22,Albany (NY),AEC,29,936,15.6,0.5710000000000001,0.5539999999999999,2.4,9.3,5.6,7.3,2.5,1.2,10.3,18.2,293,111.5,102.3,1.7,1.2,2.9,0.3,0.8,1.1,32.3,4.3,9.3,2.6,5.5,1.7,3.9,0.9,1.1,0.7,2.3,3.0,1.0,1.3,0.3,1.1,2.2,11.3
3.5,SG,Jay Jay Chandler,SR,6-4,180,Texas A&M,South Alabama,2020-21,Texas A&M,SEC,17,345,10.3,0.461,0.424,2.8,12.6,7.6,11.7,1.9,0.0,13.7,26.3,127,92.9,103.7,0.1,0.4,0.5,-0.9,0.1,-0.8,20.3,2.8,8.2,1.4,2.8,1.4,5.4,1.2,1.5,0.5,2.1,2.5,1.0,0.6,0.0,1.4,2.1,8.2
3.5,SG,Jay Jay Chandler,SR,6-4,180,Texas A&M,South Alabama,2021-22,South Alabama,Sun Belt,29,885,18.0,0.5529999999999999,0.506,1.4,11.1,6.4,17.8,2.2,0.3,16.3,27.9,420,104.8,97.4,1.7,1.6,3.3,-0.9,-0.8,-1.6,30.5,5.3,11.7,4.1,8.3,1.2,3.3,3.5,4.5,0.3,3.0,3.3,2.6,1.1,0.1,2.7,2.8,15.3
3.3,PF,Ethan Chargois,SR,6-9,231,SMU,Oklahoma,2021-22,Oklahoma,Big 12,31,449,16.1,0.597,0.586,8.8,16.0,12.6,26.0,2.4,2.3,28.8,18.0,158,106.5,96.4,0.7,0.8,1.6,2.4,3.9,6.3,14.5,1.6,3.0,1.2,2.0,0.4,1.0,0.6,0.9,0.9,1.9,2.8,1.9,0.6,0.3,1.4,1.8,4.1
3.3,PF,Ethan Chargois,SR,6-9,231,SMU,Oklahoma,2020-21,Southern Methodist,AAC,17,409,14.4,0.475,0.442,6.3,18.4,12.6,19.3,2.1,2.0,18.6,23.3,162,96.0,95.1,0.3,0.8,1.1,1.3,1.7,3.0,24.1,3.0,8.1,1.9,4.5,1.1,3.5,1.7,2.6,1.3,4.1,5.4,2.5,0.9,0.4,2.1,2.1,8.8
2.0,C,Brandton Chatfield,RS SO,-10,225,Washington State,Seattle,2021-22,Seattle,WAC,31,429,17.2,0.679,0.64,11.9,14.2,13.0,2.6,1.3,7.8,22.4,13.8,132,119.6,91.9,0.9,1.0,1.9,-3.0,2.1,-0.8,13.8,1.5,2.4,1.5,2.4,0.0,0.0,1.0,1.3,1.5,1.8,3.4,0.2,0.3,1.0,0.9,2.2,4.1
2.0,PG,Tahlik Chavez,JR,6-2,160,Iona,Charleston Southern,2021-22,Charleston Southern,Big South,31,924,14.9,0.545,0.529,1.6,11.0,6.1,15.7,1.9,0.4,10.7,19.8,338,110.0,109.3,1.7,0.6,2.2,0.7,-2.2,-1.5,29.8,3.9,10.1,1.0,2.3,2.9,7.8,1.1,1.4,0.5,2.8,3.3,2.2,1.0,0.1,1.3,1.8,11.7
2.0,PG,Tahlik Chavez,JR,6-2,160,Iona,Charleston Southern,2020-21,Iona,MAAC,16,149,10.0,0.414,0.33299999999999996,3.2,11.4,7.4,16.4,2.3,0.8,11.5,23.1,53,95.6,97.4,0.1,0.3,0.4,-2.6,-1.1,-3.7,9.3,0.8,3.4,0.2,0.8,0.6,2.6,0.9,1.0,0.3,0.9,1.2,0.8,0.4,0.1,0.5,1.0,3.2
2.0,SG,Kyonze Chavis,RS SR,6-4,185,Norfolk State,Life University,2020-21,Norfolk State,MEAC,24,620,13.9,0.541,0.524,4.3,12.0,8.2,13.6,2.4,1.5,16.6,15.7,186,106.0,97.8,0.8,1.0,1.9,-1.1,0.7,-0.4,25.8,2.8,6.0,1.9,3.8,0.8,2.3,1.2,1.9,1.0,2.8,3.8,1.8,1.1,0.3,1.4,1.8,7.5
4.3,SF,Taeshon Cherry,SR,6-8,210,Arizona State,GCU,2021-22,Grand Canyon,WAC,28,469,14.3,0.47,0.445,7.7,11.9,9.9,12.3,3.3,1.2,11.7,19.0,155,106.0,89.3,0.7,1.2,1.9,0.1,3.0,3.2,16.8,1.9,5.2,1.0,2.1,0.9,3.1,0.7,0.9,1.2,1.9,3.1,1.1,0.9,0.2,0.8,2.3,5.3
2.0,SG,Ja'Vary Christmas,RS SR,6-4,180,Idaho,New Mexico Highlands,2020-21,Idaho,Big Sky,22,545,8.0,0.449,0.452,1.7,14.3,8.1,23.4,1.5,0.4,23.8,20.4,153,81.2,113.9,-0.5,0.1,-0.4,-3.7,-2.8,-6.5,24.8,2.5,6.2,2.0,4.4,0.5,1.8,0.8,2.0,0.3,2.9,3.2,2.6,0.6,0.1,2.2,1.4,6.4
3.0,SF,Michael Christmas,JR,6-6,225,James Madison,Longwood,2020-21,James Madison,CAA,18,278,16.0,0.534,0.527,9.2,15.2,12.2,5.4,2.8,1.4,15.8,20.8,104,102.8,96.2,0.4,0.5,0.9,-1.1,-0.9,-2.0,15.4,2.3,5.2,1.4,2.3,0.9,2.8,0.6,0.9,1.3,2.2,3.5,0.4,0.8,0.2,1.1,1.7,6.0
5.0,C,Moussa Cisse,SO,7-1,216,Memphis,Oklahoma State,2021-22,Oklahoma State,Big 12,29,581,21.9,0.5670000000000001,0.5589999999999999,15.2,21.2,18.3,3.6,1.2,11.0,17.0,19.2,211,109.1,89.8,1.0,1.4,2.5,1.9,3.9,5.9,20.0,2.8,4.9,2.8,4.9,0.0,0.0,1.7,3.1,2.7,3.9,6.5,0.3,0.4,1.9,1.3,2.2,7.2
5.0,C,Moussa Cisse,SO,7-1,216,Memphis,Oklahoma State,2020-21,Memphis,AAC,28,521,17.1,0.511,0.552,13.4,23.7,18.6,4.9,0.9,10.5,19.6,20.5,178,93.8,84.4,0.2,1.6,1.8,-1.7,3.3,1.7,18.6,2.9,5.2,2.9,5.1,0.0,0.0,0.9,2.6,2.3,4.0,6.3,0.5,0.3,1.6,1.6,2.4,6.6
3.7,PF,Tristan Clark,SR,-10,245,Baylor,SMU,2021-22,Southern Methodist,AAC,29,409,18.0,0.705,0.6940000000000001,7.4,15.6,11.8,7.8,1.0,5.2,17.1,13.1,119,128.3,96.4,1.0,0.8,1.8,0.5,3.2,3.6,14.1,1.7,2.5,1.7,2.5,0.0,0.0,0.8,1.1,0.9,2.2,3.1,0.6,0.2,0.8,0.6,1.8,4.2
2.0,C,Hugo Clarkin,SO,7-0,200,San José State,Sacramento State,2020-21,San Jose State,MWC,18,199,6.9,0.578,0.591,4.5,12.3,8.4,4.8,1.4,4.0,32.9,8.3,29,88.5,112.3,0.0,0.1,0.0,-5.6,-0.3,-5.9,11.1,0.7,1.2,0.7,1.1,0.0,0.1,0.0,0.1,0.5,1.3,1.8,0.3,0.3,0.4,0.6,1.7,1.4
2.0,C,Hugo Clarkin,SO,7-0,200,San José State,Sacramento State,2021-22,Sacramento State,Big Sky,27,273,7.6,0.575,0.586,5.1,14.1,9.4,3.5,0.4,3.8,19.4,9.2,44,104.1,108.1,0.2,0.2,0.4,-5.9,-0.6,-6.5,10.1,0.7,1.3,0.7,1.3,0.0,0.0,0.1,0.2,0.4,1.1,1.6,0.2,0.1,0.3,0.3,1.6,1.6
2.0,SG,Donovan Clay,JR,6-8,230,Valparaiso,Missouri State,2021-22,Missouri State,MVC,34,1098,15.5,0.593,0.5720000000000001,5.0,17.1,11.3,9.1,1.1,3.6,13.7,13.3,303,119.4,101.3,2.1,1.5,3.7,1.6,1.7,3.3,32.3,3.4,6.4,3.0,4.9,0.4,1.4,1.1,1.5,1.3,4.9,6.1,1.7,0.6,1.1,1.1,2.3,8.4
2.0,SG,Donovan Clay,JR,6-8,230,Valparaiso,Missouri State,2020-21,Valparaiso,MVC,28,911,11.9,0.461,0.428,4.4,15.3,9.8,14.8,1.3,4.2,17.3,21.6,294,88.3,99.4,-0.1,1.4,1.3,-2.3,0.4,-1.9,32.5,3.8,9.7,3.1,6.2,0.7,3.5,1.8,2.6,1.3,4.3,5.5,2.3,0.8,1.3,2.3,2.7,10.1
2.0,SG,Cyrie Coates,SR,6-6,195,Texas A&M–Corpus Christi,Edinboro,2020-21,Texas A&M-Corpus Christi,Southland,22,259,3.3,0.389,0.36,3.5,13.1,8.4,9.9,3.0,0.8,31.7,15.3,47,65.6,99.9,-0.5,0.4,-0.1,-7.7,0.5,-7.2,11.8,0.7,2.0,0.6,1.4,0.0,0.6,0.5,1.0,0.4,1.4,1.7,0.6,0.6,0.1,1.1,1.5,1.9
2.0,PF,Reyhan Cobb,RSSR,6-9,185,Grambling State,William Penn University,2020-21,Grambling,SWAC,23,211,7.8,0.409,0.36700000000000005,11.2,13.3,12.3,8.0,2.4,2.6,20.4,23.1,69,79.7,95.5,-0.2,0.4,0.2,-7.1,-1.6,-8.7,9.2,1.0,2.8,1.0,2.5,0.0,0.3,0.7,1.3,0.9,1.1,2.0,0.3,0.4,0.2,0.9,1.7,2.8
2.0,PG,Tre Cobbs,RS SR,6-0,190,Kentucky Wesleyan,Georgia Southern,2021-22,Georgia Southern,Sun Belt,25,563,9.3,0.49200000000000005,0.423,1.7,9.1,5.5,18.2,2.9,0.2,24.1,16.1,145,92.8,99.5,0.1,0.9,1.0,-5.7,0.2,-5.5,22.5,1.6,4.2,1.4,3.0,0.2,1.1,1.7,2.4,0.3,1.8,2.1,2.2,1.1,0.0,1.7,2.4,5.2
2.0,SG,Tareq Coburn,RS SR,6-5,210,Hofstra,St. John's,2020-21,Hofstra,CAA,21,694,20.7,0.62,0.565,3.9,9.1,6.5,5.1,2.2,2.6,9.6,20.6,281,124.7,107.6,2.3,0.5,2.8,4.4,-0.2,4.2,33.0,4.3,9.9,1.8,3.5,2.5,6.4,3.9,4.8,1.1,2.6,3.8,0.9,1.2,0.8,1.3,2.3,15.1
2.0,SG,Tareq Coburn,RS SR,6-5,210,Hofstra,St. John's,2021-22,St. John's (NY),Big East,27,321,11.1,0.545,0.531,2.6,5.7,4.1,6.4,2.2,2.0,15.0,18.3,101,100.8,104.8,0.3,0.3,0.6,-0.2,0.5,0.3,11.9,1.4,3.6,0.6,1.3,0.9,2.3,0.6,0.9,0.3,0.6,0.9,0.5,0.5,0.2,0.7,1.2,4.3
2.0,PG,Tyler Cochran,RS SO,6-2,220,Northern Illinois,Ball State,2021-22,Ball State,MAC,31,837,18.3,0.5329999999999999,0.495,6.7,16.5,11.6,17.3,4.1,0.4,18.9,24.5,369,101.0,102.3,1.1,1.1,2.2,-0.4,0.7,0.3,27.0,4.2,9.4,3.4,7.1,0.8,2.3,2.4,3.2,1.6,4.0,5.6,2.2,2.0,0.1,2.5,2.6,11.6
4.0,SG,Dwayne Cohill,RS JR,6-2,180,Dayton,Youngstown State,2021-22,Youngstown State,Horizon,34,1009,20.5,0.563,0.5,3.2,13.7,8.5,18.4,1.9,1.7,15.4,27.3,494,110.6,104.1,2.6,1.1,3.8,1.5,-1.0,0.6,29.7,5.0,11.1,4.0,8.6,1.0,2.4,3.9,4.6,0.8,3.4,4.2,2.6,1.0,0.5,2.4,2.7,14.9
2.0,SG,Vince Cole,SR,6-6,190,St. John's,Coastal Carolina,2021-22,Coastal Carolina,Sun Belt,33,1013,18.4,0.5539999999999999,0.527,2.6,8.8,5.8,7.2,2.6,1.5,11.0,25.3,430,110.8,98.5,2.3,1.7,4.0,2.3,0.8,3.1,30.7,5.3,12.6,2.8,6.0,2.6,6.6,2.0,2.5,0.7,2.6,3.3,1.1,1.3,0.4,1.7,1.7,15.2
2.0,SG,Vince Cole,SR,6-6,190,St. John's,Coastal Carolina,2020-21,St. John's (NY),Big East,27,630,12.0,0.511,0.47600000000000003,2.5,9.8,6.0,8.2,1.1,2.4,12.5,19.8,214,100.7,107.7,0.6,0.5,1.1,1.4,-0.3,1.1,23.3,3.1,7.8,1.8,4.2,1.3,3.6,1.3,1.6,0.6,2.0,2.6,1.1,0.5,0.5,1.2,1.4,8.7
3.0,C,Charles Coleman,JR,7-0,245,East Carolina,Saint Joseph's,2021-22,Saint Joseph's,A-10,24,253,10.8,0.499,0.511,7.5,21.3,14.5,7.4,0.9,3.1,16.6,13.3,59,100.2,98.9,0.2,0.4,0.6,-2.5,1.9,-0.5,10.5,0.9,2.0,0.6,1.3,0.3,0.7,0.3,0.7,0.7,2.0,2.8,0.4,0.2,0.3,0.5,1.6,2.3
2.0,PF,Grant Coleman,SO,6-7,230,Milwaukee,Bryant,2020-21,Milwaukee,Horizon,20,363,9.8,0.539,0.5,3.0,14.6,8.7,4.4,0.9,2.2,16.8,15.5,95,98.6,107.5,0.2,0.3,0.5,-2.4,-1.6,-3.9,18.2,1.6,4.0,0.7,1.5,0.9,2.5,1.1,1.5,0.5,2.3,2.8,0.5,0.3,0.4,1.0,1.7,5.1
3.0,SG,Jarron Coleman,RS JR,6-5,210,Ball State,Missouri,2021-22,Missouri,SEC,31,885,8.6,0.462,0.446,2.0,11.9,7.0,20.0,1.9,0.9,22.7,21.6,272,86.0,107.4,-0.4,0.7,0.3,-1.1,-0.1,-1.2,28.5,3.1,8.7,1.6,3.8,1.5,4.9,0.9,1.4,0.5,2.9,3.4,2.8,0.9,0.2,2.7,2.1,8.6
4.0,SG,Jalen Coleman-Lands,RS SR,6-4,190,Iowa State,Kansas,2021-22,Kansas,Big 12,39,320,15.6,0.617,0.606,4.2,6.0,5.2,7.4,1.3,1.3,14.6,21.2,123,114.3,102.6,0.7,0.4,1.1,4.3,1.5,5.7,8.2,1.3,2.8,0.5,1.1,0.8,1.7,0.3,0.4,0.3,0.5,0.7,0.3,0.2,0.1,0.5,0.9,3.7
4.0,SG,Jalen Coleman-Lands,RS SR,6-4,190,Iowa State,Kansas,2020-21,Iowa State,Big 12,23,754,14.8,0.561,0.54,3.6,10.2,6.9,7.8,1.4,0.3,13.6,22.7,294,104.1,113.2,1.2,0.1,1.3,3.0,-0.7,2.3,32.8,5.2,12.0,2.7,5.6,2.5,6.4,1.3,1.6,1.0,2.9,3.9,1.2,0.8,0.1,2.0,2.9,14.3
4.0,PF,JaKobe Coles,SO,6-7,225,Butler,TCU,2021-22,TCU,Big 12,34,296,13.6,0.479,0.455,6.3,18.6,12.5,9.3,2.6,4.8,17.8,19.9,89,95.5,92.6,0.1,0.7,0.8,-0.6,4.3,3.7,8.7,1.0,2.6,0.7,1.5,0.3,1.1,0.4,0.5,0.5,1.4,1.9,0.4,0.4,0.4,0.6,1.0,2.7
2.0,PG,Carter Collins,SR,6-3,190,Davidson,Murray State,2020-21,Davidson,A-10,22,568,21.0,0.588,0.556,2.7,15.6,9.2,20.6,1.8,1.1,12.1,22.5,236,119.7,101.6,1.9,0.8,2.6,4.7,0.9,5.6,25.8,3.7,8.0,2.1,3.9,1.6,4.1,1.9,2.5,0.5,3.3,3.8,2.7,0.7,0.2,1.3,1.9,10.9
2.0,PG,Carter Collins,SR,6-3,190,Davidson,Murray State,2021-22,Murray State,OVC,33,690,8.5,0.48100000000000004,0.461,2.5,6.9,4.7,9.0,1.7,0.5,11.9,12.0,146,108.0,98.6,0.7,1.1,1.8,-1.2,1.8,0.7,20.9,1.5,4.3,0.7,1.6,0.8,2.7,0.4,0.4,0.5,1.3,1.7,1.2,0.6,0.1,0.6,1.3,4.3
2.0,SG,David Collins,SR,6-4,217,South Florida,Clemson,2021-22,Clemson,ACC,32,922,18.7,0.57,0.5529999999999999,4.8,23.6,14.4,15.8,3.3,0.8,17.3,20.1,334,108.5,97.3,1.7,1.6,3.3,1.7,3.3,5.0,28.8,3.6,7.0,3.0,5.5,0.6,1.6,2.5,4.1,1.1,5.8,6.9,2.3,1.6,0.2,1.9,2.8,10.3
2.0,SG,David Collins,SR,6-4,217,South Florida,Clemson,2020-21,South Florida,AAC,22,669,13.5,0.48700000000000004,0.462,1.4,12.1,6.5,25.4,2.5,1.1,19.9,25.9,273,92.7,104.4,0.3,0.7,1.0,-0.8,0.8,0.0,30.4,4.3,10.3,3.5,8.0,0.9,2.3,3.0,5.3,0.4,3.1,3.5,3.4,1.3,0.3,3.2,2.8,12.5
3.0,PF,Antavion Collum,JR,6-8,240,Ole Miss,Cal State Bakersfield,2021-22,Cal State Bakersfield,Big West,23,194,10.7,0.44299999999999995,0.43200000000000005,5.8,18.0,11.5,5.5,1.6,4.4,15.2,24.4,65,87.4,100.7,-0.1,0.3,0.2,-6.1,-0.7,-6.9,8.4,1.2,2.9,1.2,2.7,0.0,0.1,0.5,1.1,0.4,1.2,1.6,0.2,0.2,0.3,0.6,1.3,3.0
4.0,PG,Jalen Cone,JR,-11,175,Virginia Tech,Northern Arizona,2021-22,Northern Arizona,Big Sky,32,1109,15.6,0.523,0.478,1.9,8.1,4.9,24.9,1.2,0.0,17.1,32.0,578,99.7,112.2,1.6,0.4,2.0,1.1,-4.2,-3.1,34.7,6.2,15.9,3.3,7.7,2.9,8.3,3.6,4.3,0.6,2.4,3.0,3.6,0.7,0.0,3.7,2.3,18.8
2.0,PG,Aaron Cook,RS SR,6-1,180,Gonzaga,Georgia,2020-21,Gonzaga,WCC,30,403,15.1,0.596,0.578,2.3,11.2,7.1,17.4,3.5,1.0,24.2,16.7,141,107.8,93.2,0.6,0.9,1.5,2.1,4.3,6.4,13.4,1.5,3.0,1.0,1.7,0.5,1.3,0.8,1.2,0.2,1.4,1.6,1.7,0.9,0.1,1.1,1.3,4.2
2.0,PG,Aaron Cook,RS SR,6-1,180,Gonzaga,Georgia,2021-22,Georgia,SEC,31,998,11.5,0.46399999999999997,0.431,0.9,8.8,4.9,34.9,2.4,0.8,21.7,22.8,373,91.3,114.2,0.1,0.2,0.3,-0.4,-1.5,-1.8,32.2,3.8,10.1,2.8,6.5,1.0,3.5,1.8,2.5,0.2,2.5,2.7,5.4,1.4,0.2,3.1,1.9,10.5
4.0,PG,Jalen Cook,SO,6-0,205,LSU,Tulane,2021-22,Tulane,AAC,24,810,20.7,0.551,0.506,2.5,5.7,4.2,23.3,2.7,0.3,11.1,28.6,421,108.9,107.2,2.0,0.7,2.7,4.7,0.0,4.8,33.8,6.0,14.1,3.9,8.5,2.2,5.5,3.7,4.7,0.7,1.8,2.5,3.5,1.6,0.1,2.0,2.3,18.0
2.0,PG,Zach Cooks,SR,-11,170,NJIT,Hofstra,2020-21,NJIT,AEC,19,717,17.8,0.503,0.466,2.1,14.1,7.7,9.5,3.4,0.2,11.3,26.4,297,98.4,100.9,0.8,1.0,1.8,0.7,-0.2,0.5,37.7,6.1,14.8,4.5,10.0,1.6,4.8,3.2,4.5,0.7,4.2,4.9,1.5,2.2,0.1,2.2,1.3,17.1
2.0,PG,Zach Cooks,SR,-11,170,NJIT,Hofstra,2021-22,Hofstra,CAA,26,759,15.3,0.479,0.45799999999999996,1.4,8.4,4.9,18.5,3.1,0.2,11.0,25.0,316,98.5,104.9,0.7,0.8,1.5,-0.5,-0.4,-0.9,29.2,4.8,11.9,3.5,7.3,1.3,4.6,1.3,1.7,0.3,2.1,2.4,3.0,1.6,0.0,1.6,1.4,12.2
3.0,SG,DeVon Cooper,RSSR,6-4,190,Morehead State,George Mason,2020-21,Morehead State,OVC,31,981,15.7,0.569,0.522,1.3,16.4,9.2,15.8,1.1,1.3,18.1,22.0,367,106.5,96.8,1.7,1.8,3.5,0.6,0.8,1.3,31.6,4.0,9.3,2.4,4.7,1.7,4.6,2.7,3.5,0.3,4.6,4.9,2.4,0.6,0.4,2.4,1.6,12.5
3.0,SG,DeVon Cooper,RSSR,6-4,190,Morehead State,George Mason,2021-22,George Mason,A-10,30,992,11.8,0.584,0.5710000000000001,0.2,8.3,4.4,12.9,1.0,0.3,16.0,19.2,312,104.7,107.0,1.3,0.8,2.1,0.8,-0.4,0.4,33.1,4.0,9.4,1.4,2.9,2.6,6.4,0.9,1.3,0.1,2.3,2.4,2.1,0.5,0.1,1.9,2.0,11.6
2.0,PG,Kenny Cooper,RS SR,6-0,190,Western Kentucky,Tennessee State,2021-22,Tennessee State,OVC,30,906,12.0,0.49200000000000005,0.433,1.7,10.2,6.0,20.9,2.5,0.9,17.2,14.7,251,105.5,102.5,1.0,1.2,2.2,-1.8,0.2,-1.7,30.2,2.2,6.2,1.2,4.0,1.0,2.2,1.9,2.4,0.4,2.6,3.1,3.6,1.3,0.2,1.5,2.0,7.2
2.0,PG,Kenny Cooper,RS SR,6-0,190,Western Kentucky,Tennessee State,2020-21,Western Kentucky,CUSA,24,367,6.2,0.42200000000000004,0.36700000000000005,1.3,8.6,5.1,19.8,2.4,0.9,26.5,14.0,79,85.6,101.2,-0.1,0.5,0.4,-4.1,1.6,-2.5,15.3,0.8,2.5,0.4,1.3,0.3,1.2,0.8,1.3,0.2,1.2,1.3,1.8,0.6,0.1,1.1,1.7,2.6
