Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1387,Terrell Burden,JR,2021-22,G,Kennesaw State,A-Sun,30,879,29.3,3.7,8.8,3.2,7.3,0.4,1.5,3.8,5.4,0.4,2.3,2.7,4.9,1.2,0.5,2.3,1.9,11.6
1388,Flynn Cameron,SR,2022-23,G,UC Riverside,Big West,20,592,29.6,4.1,10.4,2.0,5.0,2.1,5.5,1.3,1.7,0.8,4.8,5.6,3.7,1.4,0.3,2.5,3.0,11.6
1389,Josh Carlton,SR,2021-22,F,Houston,AAC,38,825,21.7,4.7,7.5,4.7,7.5,0.0,0.0,2.1,3.7,3.3,3.0,6.2,0.8,0.5,1.2,1.6,2.6,11.6
1390,Zach Chappell,JR,2021-22,G,Sacramento State,Big Sky,29,843,29.1,4.0,10.1,2.4,5.8,1.6,4.3,2.1,2.6,0.6,2.7,3.2,2.2,1.2,0.1,2.0,2.6,11.6
1391,Tyler Cochran,JR,2021-22,G,Ball State,MAC,31,837,27.0,4.2,9.4,3.4,7.1,0.8,2.3,2.4,3.2,1.6,4.0,5.6,2.2,2.0,0.1,2.5,2.6,11.6
1392,DeVon Cooper,SR,2021-22,G,George Mason,A-10,30,992,33.1,4.0,9.4,1.4,2.9,2.6,6.4,0.9,1.3,0.1,2.3,2.4,2.1,0.5,0.1,1.9,2.0,11.6
1393,Shawndarius Cowart,SR,2022-23,G,Grambling,SWAC,17,536,31.5,4.3,9.4,3.6,7.5,0.7,1.9,2.4,3.3,0.9,3.5,4.4,3.7,1.7,0.1,2.8,1.8,11.6
1394,Marcus Foster,JR,2022-23,G,Furman,Southern,20,565,28.3,4.0,9.2,2.0,4.1,2.1,5.2,1.6,1.8,1.2,3.9,5.1,1.2,0.9,0.2,1.2,2.1,11.6
1395,Trent Frazier,SR,2021-22,G,Illinois,Big Ten,31,1076,34.7,3.9,9.8,1.9,3.6,2.0,6.2,1.8,2.1,0.5,2.3,2.8,4.1,1.3,0.1,1.8,2.0,11.6
1396,Tanner Groves,SR,2021-22,F,Oklahoma,Big 12,34,850,25.0,4.4,8.3,3.1,5.0,1.3,3.3,1.5,2.1,1.3,4.5,5.8,1.6,0.4,0.4,1.8,2.5,11.6
1397,Isaac Haney,SO,2022-23,G,Northwestern State,Southland,19,612,32.2,3.8,10.4,2.1,4.7,1.7,5.6,2.2,3.1,0.8,3.3,4.2,2.3,1.7,0.1,2.3,2.2,11.6
1398,Armon Harried,SR,2022-23,G,Binghamton,AEC,12,364,30.3,4.5,10.1,3.9,8.1,0.6,2.0,2.0,3.2,1.5,4.9,6.4,1.0,1.1,0.4,1.4,3.2,11.6
1399,Hakim Hart,SR,2022-23,G,Maryland,Big Ten,18,549,30.5,3.9,7.8,2.8,4.5,1.2,3.3,2.5,3.1,1.2,3.6,4.8,1.6,1.2,0.2,1.2,1.3,11.6
1400,Elijah Joiner,SR,2021-22,G,Iona,MAAC,29,876,30.2,3.9,9.7,2.6,5.2,1.3,4.5,2.4,3.3,0.4,3.9,4.3,3.3,1.1,0.3,1.8,2.8,11.6
1401,Colby Jones,SO,2021-22,G,Xavier,Big East,35,1171,33.5,4.1,8.5,3.5,6.4,0.6,2.1,2.9,4.2,2.4,4.9,7.3,3.2,1.5,0.5,2.0,2.2,11.6
1402,Tray Maddox,SR,2022-23,G,Western Michigan,MAC,14,396,28.3,4.2,9.9,2.6,4.8,1.6,5.1,1.6,2.1,0.9,2.9,3.7,2.0,1.1,0.3,1.0,1.3,11.6
1403,Rienk Mast,SO,2021-22,F,Bradley,MVC,31,854,27.5,4.5,9.4,3.6,6.3,0.9,3.1,1.8,2.6,2.6,5.8,8.4,1.4,0.5,0.9,1.6,1.7,11.6
1404,Bryce McBride,JR,2021-22,G,Eastern Michigan,MAC,24,691,28.8,3.6,8.9,2.6,5.1,1.0,3.8,3.5,4.4,0.5,1.8,2.3,1.7,1.0,0.1,1.6,2.0,11.6
1405,Kamari McGee,FR,2021-22,G,Green Bay,Horizon,30,871,29.0,4.4,11.3,3.6,8.3,0.8,3.0,2.0,2.4,0.5,2.2,2.8,1.9,1.1,0.1,2.5,2.4,11.6
1406,Ajay Mitchell,FR,2021-22,G,UC Santa Barbara,Big West,27,866,32.1,4.1,7.8,3.6,6.0,0.6,1.8,2.7,3.6,0.1,2.1,2.2,3.7,0.8,0.2,1.8,2.9,11.6
1407,Grant Nelson,SO,2021-22,F,North Dakota State,Summit,29,749,25.8,4.6,9.0,3.6,6.0,1.0,3.0,1.5,2.1,1.6,3.3,4.9,1.1,0.2,1.3,1.6,2.6,11.6
1408,Nijel Pack,JR,2022-23,G,Miami (FL),ACC,17,519,30.5,4.4,10.8,2.2,4.9,2.2,5.8,0.7,0.9,0.6,1.8,2.5,2.5,0.8,0.2,1.7,1.7,11.6
1409,Dominick Pickett,SR,2021-22,G,UC Riverside,Big West,26,852,32.8,4.2,9.1,2.2,3.5,2.0,5.6,1.2,1.5,0.2,3.9,4.2,2.5,1.5,0.0,1.7,2.2,11.6
1410,A.J. Plitzuweit,SR,2022-23,G,South Dakota,Summit,16,445,27.8,3.4,7.8,1.6,4.0,1.9,3.8,2.9,3.5,0.3,2.2,2.5,2.4,0.7,0.1,2.1,3.1,11.6
1411,Sam Sessoms,SR,2021-22,G,Penn State,Big Ten,31,857,27.6,4.5,10.0,3.4,7.4,1.1,2.6,1.5,1.9,0.5,2.5,3.1,2.6,0.8,0.1,2.2,1.8,11.6
1412,Donovan Sims,SR,2021-22,G,Middle Tennessee,CUSA,37,1035,28.0,3.9,9.9,2.5,5.5,1.5,4.5,2.2,2.5,0.7,3.8,4.5,2.7,1.2,0.1,1.9,1.3,11.6
1413,Reyne Smith,SO,2022-23,G,College of Charleston,CAA,21,510,24.3,3.2,8.7,0.4,0.8,2.9,7.9,2.2,2.5,0.1,1.6,1.7,1.3,0.6,0.0,0.4,1.1,11.6
1414,Erik Stevenson,JR,2021-22,G,South Carolina,SEC,31,844,27.2,3.9,10.5,1.9,4.7,1.9,5.8,2.0,2.0,1.1,3.6,4.7,2.8,1.1,0.3,1.9,2.4,11.6
1415,Glenn Taylor,SO,2022-23,F,Oregon State,Pac-12,19,581,30.6,3.5,7.9,2.8,5.9,0.7,1.9,3.8,5.1,0.5,2.8,3.3,2.4,0.4,0.2,2.9,2.3,11.6
1416,Russel Tchewa,SR,2022-23,C,South Florida,AAC,19,573,30.2,4.1,6.7,4.1,6.7,0.0,0.1,3.4,5.3,2.6,4.9,7.5,0.9,0.5,0.2,1.8,2.2,11.6
1417,Darrion Trammell,SR,2022-23,G,San Diego State,MWC,17,498,29.3,3.5,9.5,1.9,4.9,1.5,4.5,3.1,4.1,0.3,2.1,2.4,3.7,1.7,0.1,1.8,1.7,11.6
1418,Ben Wight,SO,2021-22,F,William & Mary,CAA,32,811,25.3,4.5,7.3,4.3,6.8,0.1,0.4,2.5,3.8,2.6,3.0,5.5,0.9,0.6,0.4,2.0,3.1,11.6
1419,Charlie Yoder,FR,2021-22,G,Incarnate Word,Southland,11,355,32.3,4.0,9.1,3.5,7.9,0.5,1.2,3.2,4.1,2.4,3.2,5.5,2.7,1.6,0.2,2.8,1.8,11.6
1420,Dame Adelekun,SR,2022-23,F,Dartmouth,Ivy,18,390,21.7,4.8,9.2,4.7,9.0,0.1,0.2,1.7,2.8,2.7,4.5,7.2,2.1,1.0,1.9,1.9,2.3,11.5
1421,Ryan Allen,SR,2021-22,G,Delaware,CAA,33,983,29.8,3.9,9.9,2.1,4.2,1.9,5.6,1.8,2.5,0.4,1.7,2.1,1.8,0.8,0.3,1.8,1.6,11.5
1422,Will Baker,SO,2021-22,C,Nevada,MWC,31,674,21.7,4.4,8.1,3.6,6.0,0.8,2.1,1.8,2.6,1.4,3.5,4.9,0.8,0.5,0.2,2.0,2.1,11.5
1423,Kihei Clark,SR,2022-23,G,Virginia,ACC,17,567,33.4,3.7,8.4,2.5,5.4,1.2,3.1,2.9,4.0,0.4,2.3,2.7,5.9,1.4,0.1,2.1,1.4,11.5
1424,Matthew Cleveland,FR,2021-22,G,Florida State,ACC,29,760,26.2,4.6,10.1,4.4,9.0,0.2,1.2,2.1,3.8,1.5,3.1,4.6,1.2,0.7,0.5,1.3,2.0,11.5
1425,Daniel Deaver,SR,2022-23,F,Navy,Patriot,19,512,26.9,4.7,9.2,4.3,8.1,0.4,1.1,1.6,2.5,2.4,3.5,5.9,3.0,0.8,0.5,2.3,2.7,11.5
1426,Nikola Djogo,SR,2021-22,G,Northeastern,CAA,28,879,31.4,3.8,8.6,1.9,3.9,1.9,4.7,2.1,2.5,0.4,5.2,5.6,1.8,1.0,0.3,1.4,2.4,11.5
1427,Marquis Eaton,SR,2021-22,G,Arkansas State,Sun Belt,29,913,31.5,3.8,10.2,2.6,6.4,1.2,3.9,2.8,3.1,0.3,2.5,2.8,3.5,1.0,0.2,2.8,2.2,11.5
1428,RJ Felton,SO,2022-23,G,East Carolina,AAC,20,608,30.4,4.3,11.1,2.5,5.6,1.8,5.5,1.3,1.7,1.6,2.7,4.3,1.1,1.0,0.4,1.0,2.4,11.5
1429,Rakeim Gary,JR,2022-23,G,South Carolina State,MEAC,19,479,25.2,3.8,10.4,2.1,5.2,1.7,5.2,2.2,2.9,0.6,1.5,2.2,2.8,1.1,0.1,2.4,2.8,11.5
1430,Jacob Germany,SR,2022-23,C,UTSA,CUSA,18,485,26.9,4.4,9.8,4.4,9.6,0.0,0.2,2.7,3.8,2.2,5.5,7.7,0.8,0.2,0.7,2.3,2.1,11.5
1431,Cameron Gooden,JR,2021-22,G,Utah Tech,WAC,31,967,31.2,4.0,9.7,3.2,6.4,0.8,3.3,2.7,3.8,0.8,3.0,3.7,3.6,1.0,0.1,2.5,1.5,11.5
1432,Rob Higgins,JR,2021-22,G,St. Francis (NY),NEC,28,920,32.9,4.1,10.5,2.7,6.3,1.4,4.2,1.9,2.7,0.7,1.5,2.3,3.3,1.2,0.1,1.7,1.3,11.5
1433,Dezi Jones,SO,2021-22,G,Quinnipiac,MAAC,31,871,28.1,4.5,9.4,3.0,5.2,1.5,4.2,1.2,1.4,0.5,2.6,3.1,3.0,1.1,0.1,2.3,1.9,11.5
1434,Tasos Kamateros,JR,2021-22,F,South Dakota,Summit,31,845,27.3,4.2,9.1,2.4,4.5,1.7,4.6,1.4,1.6,0.9,4.6,5.5,2.0,0.3,0.4,1.4,2.7,11.5
1435,Trevor Keels,FR,2021-22,G,Duke,ACC,36,1087,30.2,4.1,9.8,2.6,4.9,1.5,4.8,1.8,2.7,0.8,2.6,3.4,2.7,1.2,0.1,1.3,1.3,11.5
1436,Simas Lukosius,SO,2022-23,G,Butler,Big East,20,653,32.7,4.0,8.8,2.1,4.5,1.9,4.4,1.7,2.1,0.7,3.2,3.8,3.0,1.0,0.1,1.8,1.3,11.5
1437,Oliver Lynch-Daniels,SR,2022-23,G,Colgate,Patriot,17,517,30.4,4.2,8.9,1.8,3.6,2.4,5.2,0.6,0.8,0.6,2.9,3.5,2.4,0.8,0.2,1.8,2.0,11.5
1438,Nik Mains,JR,2021-22,F,Northern Arizona,Big Sky,32,1059,33.1,4.2,9.6,1.8,3.8,2.3,5.8,0.8,1.0,1.0,4.1,5.1,1.0,0.8,0.5,0.9,1.6,11.5
1439,Issac McBride,JR,2022-23,G,Oral Roberts,Summit,20,579,29.0,4.3,9.1,2.5,4.8,1.8,4.4,1.1,1.4,0.2,2.2,2.4,2.9,0.6,0.0,1.3,1.1,11.5
1440,Efe Odigie,JR,2021-22,F,Troy,Sun Belt,31,734,23.7,4.3,8.9,4.1,8.3,0.2,0.5,2.7,3.4,2.0,4.7,6.7,1.2,0.5,0.4,2.6,1.5,11.5
1441,Kevin Samuel,SR,2021-22,C,Florida Gulf Coast,A-Sun,33,990,30.0,5.4,8.3,5.4,8.3,0.0,0.0,0.8,2.8,3.1,6.5,9.7,1.1,1.1,2.9,1.9,2.4,11.5
1442,Josiah Strong,SR,2021-22,G,Illinois State,MVC,33,1075,32.6,4.0,9.9,1.4,3.6,2.6,6.3,0.9,1.3,0.2,3.2,3.3,2.2,1.0,0.1,1.2,1.6,11.5
1443,Deanthony Tipler,SR,2022-23,G,East Tennessee State,Southern,17,452,26.6,4.1,9.9,1.9,4.1,2.2,5.8,1.2,1.9,0.5,2.4,2.9,1.4,1.2,0.1,1.9,1.3,11.5
1444,Dimitrius Underwood,SR,2021-22,G,College of Charleston,CAA,32,839,26.2,4.5,10.2,4.3,8.9,0.2,1.3,2.3,3.3,2.1,4.6,6.7,3.6,2.1,0.0,3.0,2.7,11.5
1445,Kevon Voyles,SR,2022-23,G,Maryland-Eastern Shore,MEAC,11,222,20.2,4.4,9.2,3.0,4.9,1.4,4.3,1.5,2.0,0.5,2.1,2.6,0.6,2.0,0.3,1.4,1.4,11.5
1446,Elijah Weaver,SR,2022-23,G,Chicago State,Ind,19,654,34.4,3.5,10.1,1.6,4.3,1.9,5.7,2.6,3.1,0.6,3.5,4.2,2.9,1.0,0.4,2.9,2.6,11.5
1447,Jordan Whitfield,SR,2021-22,G,Campbell,Big South,27,930,34.4,4.1,10.1,2.2,4.9,1.9,5.2,1.3,1.7,0.2,2.2,2.4,2.2,0.9,0.1,1.5,1.4,11.5
1448,Brice Williams,SR,2022-23,G,Charlotte,CUSA,19,414,21.8,3.8,8.0,2.5,5.0,1.3,3.0,2.5,3.1,0.7,3.5,4.2,0.9,0.6,0.1,1.0,1.4,11.5
1449,Trace Young,SR,2022-23,F,Jackson State,SWAC,17,414,24.4,4.1,10.4,2.4,5.0,1.6,5.4,1.8,2.5,1.3,4.4,5.6,1.1,0.8,0.8,2.3,2.6,11.5
1450,Jordyn Adams,JR,2021-22,G,Lamar,WAC,15,407,27.1,3.8,9.7,2.4,5.2,1.4,4.5,2.4,3.1,0.3,2.6,2.9,2.4,0.7,0.2,2.6,1.4,11.4
1451,Amin Adamu,SR,2021-22,G,Montana State,Big Sky,33,899,27.2,4.6,9.1,3.8,7.2,0.8,1.9,1.5,1.8,0.7,4.1,4.7,1.7,0.6,0.2,1.6,1.9,11.4
1452,Tre Armstrong,JR,2021-22,G,California Baptist,WAC,34,1070,31.5,3.7,9.9,1.5,3.3,2.2,6.6,1.7,2.0,0.7,3.4,4.1,1.6,0.9,0.0,1.1,1.8,11.4
1453,Ace Baldwin,SO,2021-22,G,Virginia Commonwealth,A-10,24,804,33.5,4.0,9.5,2.7,6.4,1.3,3.1,2.2,2.9,0.6,2.9,3.5,5.5,2.5,0.2,3.3,2.5,11.4
1454,Aziz Bandaogo,SO,2022-23,C,Utah Valley,WAC,20,573,28.7,4.3,6.3,4.1,5.8,0.2,0.5,2.7,4.1,2.8,7.9,10.6,1.3,0.5,2.8,1.5,2.2,11.4
1455,Cahiem Brown,JR,2022-23,G,Norfolk State,MEAC,17,443,26.1,3.6,8.5,2.8,5.6,0.9,2.9,3.2,4.1,1.4,3.4,4.7,2.6,0.8,0.4,2.5,2.1,11.4
1456,Marcus Carr,SR,2021-22,G,Texas,Big 12,34,1050,30.9,3.8,9.6,2.4,5.5,1.4,4.1,2.4,3.2,0.3,1.7,1.9,3.4,0.9,0.1,1.9,2.3,11.4
1457,Josh Corbin,JR,2022-23,G,Robert Morris,Horizon,20,617,30.9,3.9,9.9,0.8,2.1,3.1,7.8,0.6,0.7,0.2,2.0,2.2,1.1,1.1,0.2,1.4,1.9,11.4
1458,Sheldon Edwards,SO,2021-22,G,Valparaiso,MVC,32,822,25.7,3.8,9.3,1.8,3.4,2.1,5.8,1.7,2.1,0.4,3.8,4.2,1.3,1.1,0.8,1.4,1.3,11.4
1459,Xavier Fuller,SR,2022-23,G,Northern Arizona,Big Sky,20,567,28.4,4.4,10.6,3.8,8.6,0.6,2.0,2.1,2.5,1.4,2.3,3.7,1.2,1.1,0.3,1.8,2.4,11.4
1460,Gideon George,SR,2022-23,F,Brigham Young,WCC,22,603,27.4,4.0,9.4,2.6,5.0,1.4,4.4,2.0,2.8,2.0,4.0,6.0,1.5,1.3,0.7,1.6,2.6,11.4
1461,Kellan Grady,SR,2021-22,G,Kentucky,SEC,34,1119,32.9,4.0,8.9,1.4,2.7,2.6,6.2,0.9,1.1,0.3,1.8,2.1,1.3,0.8,0.1,0.8,1.1,11.4
1462,Sam Griesel,SR,2022-23,G,Nebraska,Big Ten,17,554,32.6,3.8,8.5,3.1,6.7,0.6,1.8,3.2,4.9,0.4,5.1,5.5,4.1,1.2,0.2,2.4,1.4,11.4
1463,Trendon Hankerson,SR,2021-22,G,Northern Illinois,MAC,30,1011,33.7,3.9,10.5,1.9,4.6,2.1,5.9,1.5,2.0,0.3,3.4,3.7,2.3,1.8,0.4,1.8,2.7,11.4
1464,Chuck Harris,SO,2021-22,G,Butler,Big East,31,894,28.8,4.1,10.7,2.5,5.5,1.5,5.2,1.7,2.4,0.2,2.5,2.7,1.6,0.5,0.1,1.8,2.2,11.4
1465,Rob Higgins,SR,2022-23,G,St. Francis (NY),NEC,14,412,29.4,4.0,10.4,2.6,6.1,1.4,4.4,2.0,2.6,0.6,1.8,2.4,3.6,1.3,0.1,2.1,1.1,11.4
1466,Demetric Horton,SR,2022-23,G,North Carolina A&T,CAA,21,673,32.0,3.9,8.5,1.6,3.5,2.3,5.0,1.3,1.5,0.6,4.6,5.1,2.5,1.5,0.2,1.2,1.8,11.4
1467,Jermaine Jackson,SR,2021-22,G,Central Michigan,MAC,11,299,27.2,3.7,10.3,1.5,4.2,2.3,6.1,1.6,1.9,0.3,2.1,2.4,2.7,0.9,0.0,2.3,1.4,11.4
1468,Chase Johnston,JR,2022-23,G,Florida Gulf Coast,A-Sun,20,487,24.4,4.1,10.8,2.0,4.1,2.2,6.8,1.1,1.2,0.2,2.5,2.7,1.3,1.7,0.2,1.6,2.2,11.4
1469,Kenny Jones,SR,2022-23,G,Loyola (MD),Patriot,20,583,29.2,4.5,9.4,2.7,4.6,1.9,4.8,0.5,0.8,0.2,2.1,2.3,3.1,1.9,0.2,3.3,2.0,11.4
1470,Tasos Kamateros,SR,2022-23,F,South Dakota,Summit,18,506,28.1,4.2,10.1,2.4,5.7,1.8,4.4,1.2,1.4,1.3,4.7,6.1,1.6,0.3,0.3,1.8,1.3,11.4
1471,Walker Kessler,SO,2021-22,F,Auburn,SEC,34,871,25.6,4.8,7.9,4.5,6.4,0.3,1.5,1.6,2.6,2.6,5.4,8.1,0.9,1.1,4.6,1.1,2.6,11.4
1472,Marko Lukic,JR,2021-22,G,Little Rock,Sun Belt,14,346,24.7,3.5,9.1,2.2,4.2,1.3,4.9,3.1,3.9,0.9,2.6,3.4,1.7,0.9,0.5,1.5,1.3,11.4
1473,Caleb Murphy,SO,2021-22,G,South Florida,AAC,31,986,31.8,4.9,11.8,4.7,10.9,0.2,1.0,1.4,2.6,0.4,2.8,3.1,3.4,0.7,0.3,2.3,1.5,11.4
1474,Joirdon Karl Nicholas,SR,2022-23,F,Texas Southern,SWAC,14,365,26.1,4.7,9.0,4.7,8.9,0.0,0.1,2.0,4.0,2.6,6.1,8.7,1.6,1.2,1.2,2.6,3.1,11.4
1475,Mezie Offurum,SR,2021-22,F,Mount St. Mary's,NEC,30,903,30.1,4.3,9.3,3.9,7.9,0.4,1.4,2.5,3.6,1.4,3.6,5.0,1.6,1.1,0.6,2.0,2.6,11.4
1476,Coban Porter,FR,2021-22,G,Denver,Summit,28,675,24.1,3.8,9.0,1.3,2.9,2.5,6.1,1.3,2.1,0.5,2.3,2.8,0.6,0.3,0.2,1.3,1.9,11.4
1477,Tyrell Roberts,SO,2021-22,G,Washington State,Pac-12,36,1055,29.3,3.9,10.9,1.6,4.2,2.3,6.7,1.4,1.5,0.4,2.2,2.6,2.0,0.7,0.0,1.5,2.1,11.4
1478,Zach Scott,SR,2022-23,G,McNeese State,Southland,17,465,27.4,4.1,10.7,2.0,4.0,2.1,6.7,1.1,1.2,0.2,2.4,2.6,1.1,1.8,0.1,1.2,2.0,11.4
1479,Andre Screen,SO,2021-22,C,Bucknell,Patriot,28,687,24.5,4.8,8.3,4.8,8.3,0.0,0.0,1.9,3.1,1.8,4.6,6.5,1.8,0.2,1.0,2.1,2.8,11.4
1480,Steve Settle,JR,2022-23,F,Howard,MEAC,20,629,31.5,3.7,9.7,2.7,6.0,1.0,3.8,3.0,3.6,0.7,5.2,5.9,1.3,1.5,0.7,2.4,1.8,11.4
1481,Christian Shumate,SO,2022-23,G,McNeese State,Southland,19,582,30.6,4.8,8.9,4.2,7.3,0.6,1.6,1.3,3.4,3.7,5.9,9.6,1.2,0.7,0.6,2.7,2.8,11.4
1482,Caleb Stone-Carrawell,FR,2021-22,G,Austin Peay,OVC,24,614,25.6,4.2,8.9,2.8,4.8,1.4,4.1,1.7,2.0,0.5,2.8,3.2,1.9,0.8,0.3,2.5,1.6,11.4
1483,Josh Uduje,SO,2022-23,G,Coastal Carolina,Sun Belt,18,530,29.4,4.1,10.3,2.6,5.2,1.6,5.2,1.7,1.8,1.1,2.2,3.2,1.4,1.3,0.6,1.6,1.6,11.4
1484,Tyler Wahl,JR,2021-22,F,Wisconsin,Big Ten,32,976,30.5,4.5,8.8,4.3,7.6,0.2,1.2,2.2,3.1,1.6,4.3,5.9,1.5,1.2,0.8,1.6,2.5,11.4
1485,Cobe Williams,SO,2021-22,G,Louisiana Tech,CUSA,34,1026,30.2,3.7,9.4,2.4,5.1,1.4,4.3,2.5,3.4,0.5,3.0,3.5,3.0,1.2,0.1,2.2,2.0,11.4
1486,Zay Williams,SR,2022-23,F,Troy,Sun Belt,20,547,27.4,4.7,8.7,4.2,7.0,0.5,1.8,1.6,2.6,2.4,3.9,6.2,1.3,1.1,1.1,1.3,2.7,11.4
1487,Jeremiah Bailey,SR,2021-22,F,Pacific,WCC,29,800,27.6,3.7,8.7,2.4,5.2,1.3,3.5,2.6,4.0,1.3,4.8,6.0,1.1,1.3,0.5,2.2,2.9,11.3
1488,Daryl Banks,JR,2021-22,G,Saint Peter's,MAAC,34,907,26.7,3.6,9.4,2.0,5.1,1.6,4.3,2.5,2.9,0.6,1.9,2.6,1.4,1.1,0.1,1.5,1.9,11.3
1489,Matt Cerruti,SR,2021-22,G,Albany (NY),AEC,29,936,32.3,4.3,9.3,2.6,5.5,1.7,3.9,0.9,1.1,0.7,2.3,3.0,1.0,1.3,0.3,1.1,2.2,11.3
1490,Isaiah Crawford,SO,2021-22,F,Louisiana Tech,CUSA,3,65,21.7,4.7,9.0,4.3,7.3,0.3,1.7,1.7,2.3,2.0,2.7,4.7,1.7,1.3,0.3,2.3,2.0,11.3
1491,Al-Amir Dawes,JR,2021-22,G,Clemson,ACC,33,980,29.7,3.6,8.9,1.1,2.5,2.5,6.4,1.5,1.8,0.1,2.7,2.8,2.3,0.9,0.0,1.6,1.2,11.3
1492,Kalu Ezikpe,JR,2021-22,F,Old Dominion,CUSA,32,862,26.9,4.1,7.8,4.1,7.5,0.0,0.3,3.0,4.1,2.1,5.0,7.1,1.6,0.8,1.1,1.8,2.7,11.3
1493,Maizen Fausett,SR,2022-23,F,Southern Utah,WAC,20,564,28.2,3.8,7.4,2.6,4.3,1.2,3.1,2.6,3.5,2.0,4.4,6.4,1.5,1.4,0.3,1.1,2.0,11.3
1494,Max Fiedler,JR,2022-23,F,Rice,CUSA,19,590,31.1,5.2,6.7,5.2,6.5,0.0,0.2,0.9,1.7,2.9,5.4,8.3,5.3,0.7,0.9,2.1,2.2,11.3
1495,Jalen Gabbidon,SR,2021-22,G,Yale,Ivy,31,876,28.3,3.7,7.8,2.7,4.4,1.0,3.5,2.8,3.5,0.9,2.7,3.6,1.5,1.4,0.4,2.2,2.8,11.3
1496,Myron Gordon,SR,2021-22,G,Bowling Green State,MAC,23,474,20.6,3.3,7.8,2.3,5.0,1.0,2.7,3.6,4.5,0.6,1.8,2.4,3.3,1.5,0.2,1.2,2.1,11.3
1497,KJ Johnson,JR,2022-23,G,North Alabama,A-Sun,20,542,27.1,3.8,7.9,3.3,6.4,0.5,1.5,3.2,4.1,0.2,2.5,2.7,3.1,0.4,0.2,1.4,1.6,11.3
1498,Dezi Jones,JR,2022-23,G,Quinnipiac,MAAC,19,481,25.3,3.5,8.2,2.0,4.3,1.5,3.9,2.7,3.2,0.5,3.2,3.7,3.6,1.1,0.3,2.5,1.8,11.3
1499,DeMarr Langford,SO,2021-22,G,Boston College,ACC,32,1109,34.7,4.4,9.6,4.2,8.8,0.2,0.8,2.3,3.5,1.4,3.3,4.8,2.2,1.1,0.5,1.5,1.3,11.3
1500,Mardrez McBride,SR,2021-22,G,North Texas,CUSA,32,1100,34.4,3.9,9.4,1.5,3.1,2.5,6.3,0.9,1.5,0.5,2.5,3.0,1.1,0.8,0.1,1.2,1.4,11.3
1501,Travion McCray,JR,2021-22,G,Western Carolina,Southern,11,302,27.5,3.5,8.7,1.6,3.4,1.8,5.4,2.5,3.3,0.7,4.5,5.3,3.4,1.1,0.1,2.5,3.1,11.3
1502,Gabe McGlothan,JR,2022-23,F,Grand Canyon,WAC,19,559,29.4,4.1,8.4,3.4,5.7,0.7,2.6,2.4,3.3,2.6,5.9,8.5,1.0,0.6,0.8,1.6,2.2,11.3
1503,Kaden Metheny,SO,2022-23,G,Bowling Green State,MAC,15,456,30.4,4.1,9.6,1.3,2.9,2.8,6.7,0.3,0.5,0.3,2.5,2.8,2.6,1.2,0.0,1.2,1.6,11.3
1504,Bo Montgomery,JR,2022-23,G,Holy Cross,Patriot,20,647,32.4,4.2,9.8,3.0,6.1,1.3,3.7,1.6,2.3,0.6,3.1,3.7,2.5,0.9,0.3,2.4,3.2,11.3
1505,Ryan Nembhard,FR,2021-22,G,Creighton,Big East,27,939,34.8,4.3,10.6,3.0,6.6,1.2,3.9,1.5,2.1,0.2,2.9,3.1,4.4,1.3,0.0,3.1,2.1,11.3
1506,DQ Nicholas,JR,2022-23,G,Gardner-Webb,Big South,19,537,28.3,4.1,9.3,3.3,6.6,0.7,2.7,2.5,3.7,0.6,3.5,4.1,3.2,1.2,0.3,1.6,1.9,11.3
1507,Osun Osunniyi,SR,2021-22,F,St. Bonaventure,A-10,32,979,30.6,4.8,7.9,4.8,7.8,0.0,0.1,1.6,2.4,2.7,4.8,7.5,1.5,0.5,2.9,1.5,2.2,11.3
1508,L.J. Owens,SR,2021-22,G,Maryland-Baltimore County,AEC,32,1019,31.8,3.9,9.1,1.8,4.3,2.1,4.9,1.3,1.6,0.5,2.3,2.7,1.5,0.8,0.0,0.9,2.0,11.3
1509,Shykeim Phillips,JR,2021-22,G,UNC Wilmington,CAA,36,1019,28.3,4.2,8.8,3.9,7.9,0.3,0.9,2.6,3.3,1.1,2.7,3.8,2.2,1.8,0.4,1.0,3.0,11.3
1510,Jevon Porter,FR,2022-23,F,Pepperdine,WCC,20,549,27.5,4.3,8.8,3.3,5.9,1.0,2.9,1.7,2.6,1.7,5.1,6.8,0.6,0.8,1.1,1.7,3.0,11.3
1511,Luka Sakota,JR,2021-22,G,Harvard,Ivy,26,811,31.2,4.0,9.8,2.2,5.0,1.7,4.8,1.7,2.0,0.3,3.2,3.5,2.0,0.8,0.2,1.3,1.8,11.3
1512,Kevin Samuel,SR,2022-23,C,South Alabama,Sun Belt,18,517,28.7,5.3,8.2,5.3,8.2,0.0,0.0,0.7,2.4,2.8,6.8,9.7,0.9,0.7,2.5,1.9,2.1,11.3
1513,Quinn Slazinski,JR,2022-23,F,Iona,MAAC,7,186,26.6,4.1,9.7,2.9,5.3,1.3,4.4,1.7,2.3,1.4,4.3,5.7,1.9,0.6,0.3,1.7,1.9,11.3
