Stars,Position,Name,Class,Ht,Wt,Previous School,New School,Season,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,MPG,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2.0,SG,Jamaine Mann,RS FR,6-6,230,Vanderbilt,Georgia State,2022-23,Georgia State,Sun Belt,30,827,15.6,0.519,0.47200000000000003,5.9,16.6,11.1,12.0,1.6,2.6,13.4,21.0,303,106.9,103.2,1.3,1.1,2.3,0.1,0.0,0.0,27.6,3.4,8.4,2.3,5.0,1.1,3.4,2.4,3.3,1.4,3.7,5.1,1.6,0.8,0.7,1.5,2.9,10.3
2.0,SG,Jamaine Mann,RS FR,6-6,230,Vanderbilt,Georgia State,2021-22,Vanderbilt,SEC,27,399,17.4,0.52,0.488,10.6,17.2,13.9,4.2,2.8,3.6,9.8,17.0,131,112.8,95.8,0.7,0.8,1.5,1.1,2.9,4.0,14.8,1.5,3.2,1.4,2.6,0.1,0.6,1.5,2.7,1.4,2.1,3.5,0.3,0.7,0.4,0.5,1.7,4.6
3.0,PF,Romelle Mansel,RS SO,6-9,230,Long Beach State,Jackson State,2022-23,Jackson State,SWAC,33,894,17.2,0.557,0.561,9.0,15.3,12.1,16.0,1.7,4.1,16.5,17.4,304,110.2,105.9,1.4,0.9,2.4,0.3,-0.3,0.0,27.1,3.7,6.8,3.6,6.3,0.1,0.5,1.3,2.6,2.1,3.3,5.4,2.0,0.8,0.9,1.6,2.5,8.9
3.0,PF,Romelle Mansel,RS SO,6-9,230,Long Beach State,Jackson State,2021-22,Long Beach State,Big West,31,440,6.4,0.483,0.5,4.2,15.7,9.9,9.9,0.8,1.0,25.8,13.4,93,85.8,105.2,-0.1,0.4,0.3,-3.8,-0.4,-4.1,14.2,1.1,2.2,1.1,2.1,0.0,0.1,0.5,1.4,0.5,1.9,2.4,0.8,0.2,0.1,1.0,1.4,2.8
3.0,PF,Julius Marble,RS SO,6-9,245,Michigan State,Texas A&M,2022-23,Texas A&M,SEC,35,729,17.2,0.546,0.5329999999999999,8.4,14.6,11.6,4.2,1.2,2.6,11.7,23.0,285,109.6,101.5,1.4,1.1,2.5,1.0,1.3,2.3,20.8,3.7,6.9,3.7,6.7,0.0,0.2,1.8,3.2,1.5,2.7,4.1,0.4,0.4,0.4,1.1,2.6,9.1
3.0,PF,Julius Marble,RS SO,6-9,245,Michigan State,Texas A&M,2021-22,Michigan State,Big Ten,36,517,18.2,0.628,0.5920000000000001,7.1,18.9,13.3,3.6,1.4,4.0,18.4,22.1,196,108.6,101.0,1.0,0.7,1.7,-0.4,2.6,2.2,14.4,2.5,4.2,2.5,4.2,0.0,0.0,1.4,1.8,0.8,2.5,3.3,0.3,0.3,0.5,1.1,2.4,6.4
2.0,C,Bonke Maring,RS SO,-10,240,UTEP,Houston Christian,2022-23,Houston Christian,Southland,32,827,22.3,0.597,0.588,10.3,16.3,13.3,14.5,2.0,4.1,15.5,23.9,398,112.9,110.8,2.0,0.5,2.5,0.0,-2.3,-2.3,25.8,5.7,9.7,5.5,9.3,0.1,0.4,1.6,2.5,2.3,3.6,5.9,1.7,0.9,1.1,2.0,2.9,13.0
2.0,PF,Hunter Marks,SR,6-9,190,Hartford,Sacramento State,2022-23,Sacramento State,Big Sky,32,586,7.3,0.509,0.47700000000000004,3.2,10.1,6.6,4.8,0.8,0.9,12.8,13.0,116,104.5,109.7,0.5,0.4,0.9,-2.2,-1.2,-3.4,18.3,1.2,3.5,0.3,0.8,0.9,2.6,0.6,0.8,0.5,1.5,1.9,0.5,0.2,0.2,0.6,1.5,3.9
2.0,SF,Brandon Martin,SR,6-5,232,South Carolina,Massachusetts,2022-23,Massachusetts,A-10,29,518,6.5,0.35700000000000004,0.32799999999999996,7.8,15.0,11.2,8.4,1.3,2.5,17.7,14.6,108,81.2,103.8,-0.4,0.7,0.3,-4.4,0.1,-4.4,17.9,1.3,4.1,1.1,3.7,0.1,0.4,0.5,0.8,1.3,2.3,3.7,0.8,0.4,0.4,1.0,1.4,3.2
2.0,SF,Brandon Martin,SR,6-5,232,South Carolina,Massachusetts,2021-22,South Carolina,SEC,31,367,9.9,0.467,0.45299999999999996,8.4,14.0,11.2,9.2,1.7,1.2,21.0,12.9,83,94.6,100.2,0.1,0.5,0.7,-1.9,1.9,0.0,11.8,1.1,2.4,1.0,2.1,0.0,0.3,0.2,0.4,0.9,1.5,2.5,0.6,0.4,0.1,0.7,0.8,2.4
2.0,SG,Judson Martindale,RS FR,6-7,210,Holy Cross,Pacific,2022-23,Pacific,WCC,33,672,11.4,0.5920000000000001,0.563,2.3,11.8,7.0,9.6,1.2,2.4,20.7,17.1,203,102.3,111.7,0.6,0.4,1.0,-0.7,-0.4,-1.1,20.4,2.3,4.8,1.4,2.7,0.8,2.1,1.1,1.4,0.4,2.0,2.4,1.1,0.4,0.4,1.4,1.9,6.5
2.0,SG,Judson Martindale,RS FR,6-7,210,Holy Cross,Pacific,2021-22,Holy Cross,Patriot,31,746,11.6,0.514,0.489,2.5,13.8,7.9,7.9,1.5,2.8,18.1,20.8,234,93.0,105.8,0.2,0.7,0.9,-3.4,-2.7,-6.2,24.1,2.9,7.3,1.6,3.5,1.3,3.8,1.1,1.6,0.5,2.7,3.3,0.9,0.6,0.6,1.8,1.7,8.2
2.0,SF,Jayden Martinez,SR,6-7,215,New Hampshire,North Texas,2022-23,North Texas,CUSA,35,545,12.0,0.441,0.41700000000000004,8.6,17.7,13.2,5.9,1.6,2.2,9.7,19.4,149,101.4,93.1,0.5,1.2,1.7,-0.9,1.2,0.3,15.6,1.4,4.3,0.7,2.0,0.7,2.3,0.6,1.0,1.0,2.2,3.2,0.4,0.4,0.3,0.5,1.5,4.2
2.0,SF,Jayden Martinez,SR,6-7,215,New Hampshire,North Texas,2021-22,New Hampshire,AEC,28,973,20.6,0.562,0.5489999999999999,6.2,12.9,9.4,9.2,0.8,1.5,5.8,22.2,390,121.0,106.1,3.1,0.9,4.0,2.9,-2.5,0.4,34.8,5.6,12.1,3.6,7.3,2.0,4.8,1.6,2.5,1.9,3.7,5.5,1.5,0.5,0.4,0.8,1.6,14.9
2.0,PG,Alston Mason,RS FR,6-2,175,Oklahoma,Missouri State,2022-23,Missouri State,MVC,31,837,13.5,0.507,0.462,1.6,8.8,5.1,22.2,1.5,0.1,16.7,23.5,312,103.3,105.2,1.1,1.0,2.1,-0.7,-1.4,-2.1,27.0,3.5,8.8,2.2,4.7,1.3,4.1,1.8,2.0,0.4,1.9,2.3,2.8,0.6,0.0,2.0,1.3,9.9
2.0,PG,Branden Maughmer,SR,6-3,195,Cedarville,Morehead State,2022-23,Morehead State,OVC,34,818,13.8,0.501,0.451,3.5,14.7,9.1,13.0,2.5,1.4,13.5,19.1,256,102.5,99.6,0.8,1.4,2.2,-2.6,0.5,-2.1,24.1,2.6,6.6,1.7,3.8,0.9,2.8,1.6,2.0,0.7,3.0,3.7,1.6,1.0,0.3,1.2,1.4,7.6
3.7,SF,Matthew Mayer,RS JR,6-9,225,Baylor,Illinois,2022-23,Illinois,Big Ten,33,877,19.4,0.546,0.509,4.2,18.2,11.3,8.4,1.7,4.6,10.8,24.0,377,111.7,95.0,1.9,1.8,3.8,4.3,3.2,7.5,26.6,4.0,9.9,2.0,3.8,2.0,6.2,2.4,3.3,1.0,4.4,5.3,1.1,0.8,1.2,1.4,2.4,12.5
3.7,SF,Matthew Mayer,RS JR,6-9,225,Baylor,Illinois,2021-22,Baylor,Big 12,33,752,19.0,0.507,0.485,5.8,19.9,12.7,8.3,3.2,3.9,9.1,22.9,295,110.0,89.1,1.5,1.9,3.4,3.7,4.6,8.3,22.8,3.6,8.8,2.3,4.7,1.3,4.1,1.3,1.8,1.2,3.8,5.0,1.0,1.2,0.8,1.0,2.5,9.8
2.0,SG,Vukasin Masic,RS FR,6-5,205,Maine,Portland,2021-22,Maine,AEC,28,786,13.6,0.508,0.488,2.5,15.6,8.7,23.6,1.3,0.0,15.7,20.6,267,99.7,110.6,0.8,0.4,1.1,-1.0,-4.0,-5.1,28.1,3.4,8.7,1.8,4.1,1.6,4.6,0.8,1.0,0.6,3.5,4.1,3.1,0.6,0.0,1.7,1.0,9.3
3.0,PF,Josh Mballa,SR,6-7,220,Buffalo,Ole Miss,2021-22,Buffalo,MAC,28,773,21.8,0.5379999999999999,0.505,14.0,18.1,16.1,7.0,2.4,2.9,16.2,24.1,365,109.2,97.9,1.7,1.3,3.0,0.1,-0.6,-0.6,27.6,4.8,9.8,4.5,8.5,0.3,1.3,3.1,4.8,3.7,4.9,8.6,1.1,1.2,0.9,2.3,2.6,13.0
2.0,PG,Bryce McBride,RS JR,6-2,185,Eastern Michigan,Youngstown State,2022-23,Youngstown State,Horizon,34,941,14.4,0.579,0.486,1.6,6.9,4.3,20.7,2.1,0.4,16.4,14.3,303,123.4,107.0,2.2,0.9,3.1,-0.9,-0.5,-1.4,27.7,2.1,5.2,1.3,2.9,0.8,2.3,2.6,2.9,0.4,1.6,2.0,3.8,1.0,0.1,1.3,2.1,7.6
2.0,PG,Bryce McBride,RS JR,6-2,185,Eastern Michigan,Youngstown State,2021-22,Eastern Michigan,MAC,24,691,14.6,0.531,0.46,2.1,6.8,4.5,11.8,2.0,0.5,12.9,22.1,271,104.5,108.8,1.0,0.5,1.5,-0.9,-1.0,-1.9,28.8,3.6,8.9,2.6,5.1,1.0,3.8,3.5,4.4,0.5,1.8,2.3,1.7,1.0,0.1,1.6,2.0,11.6
2.0,PG,Mardrez McBride,RS JR,6-2,180,North Texas,Georgia,2022-23,Georgia,SEC,31,597,8.4,0.495,0.485,0.4,10.5,5.5,10.0,2.1,0.9,16.4,15.0,134,94.4,107.4,0.1,0.6,0.7,-1.7,1.0,-0.7,19.3,1.5,4.4,0.3,1.2,1.2,3.2,0.5,0.8,0.1,1.8,1.9,0.9,0.7,0.2,0.9,1.0,4.7
2.0,PG,Mardrez McBride,RS JR,6-2,180,North Texas,Georgia,2021-22,North Texas,CUSA,32,1100,13.6,0.555,0.55,1.8,9.2,5.5,7.4,1.6,0.3,10.2,18.5,314,111.9,96.4,2.0,2.0,4.0,2.3,1.4,3.7,34.4,3.9,9.4,1.5,3.1,2.5,6.3,0.9,1.5,0.5,2.5,3.0,1.1,0.8,0.1,1.2,1.4,11.3
2.0,SG,Elijah McCadden,SR,6-4,205,Georgia Southern,Memphis,2022-23,Memphis,AAC,35,867,13.2,0.5820000000000001,0.563,7.3,11.3,9.4,10.1,1.1,1.5,18.5,15.8,275,110.8,104.7,1.3,1.0,2.3,1.1,1.0,2.1,24.8,2.9,5.4,2.6,4.5,0.3,1.0,1.5,2.4,1.5,2.6,4.1,1.5,0.5,0.3,1.5,2.1,7.6
2.0,SG,Elijah McCadden,SR,6-4,205,Georgia Southern,Memphis,2021-22,Georgia Southern,Sun Belt,26,730,14.7,0.541,0.496,4.9,13.9,9.5,19.8,2.0,0.2,24.7,26.7,308,93.9,99.4,0.4,1.1,1.5,-1.4,-1.2,-2.6,28.1,4.1,8.7,3.7,6.9,0.4,1.8,3.0,4.4,1.2,3.4,4.6,2.6,1.0,0.0,3.5,1.9,11.7
2.0,SG,Courvoisier McCauley,SR,6-5,211,DePaul,Indiana State,2022-23,Indiana State,MVC,35,1070,17.9,0.5720000000000001,0.557,2.4,19.0,11.2,6.2,1.8,0.9,11.2,26.2,473,105.1,98.0,1.7,1.9,3.6,2.6,-0.2,2.4,30.6,5.5,12.7,2.3,4.4,3.2,8.3,1.7,2.4,0.6,5.1,5.7,1.0,1.0,0.3,1.7,1.9,15.9
2.0,SG,Courvoisier McCauley,SR,6-5,211,DePaul,Indiana State,2021-22,DePaul,Big East,29,489,15.9,0.5529999999999999,0.526,4.6,11.0,7.8,8.0,2.1,0.4,5.7,15.6,156,123.1,105.6,1.2,0.5,1.6,2.3,1.5,3.8,16.9,2.0,4.6,1.2,2.0,0.8,2.6,0.8,1.1,0.7,1.7,2.4,0.7,0.6,0.1,0.3,1.3,5.7
2.0,SG,Nathan McClure,RS JR,6-4,175,IUPUI,Le Moyne,2021-22,IUPUI,Horizon,28,869,9.2,0.498,0.47200000000000003,6.9,14.6,10.6,9.0,2.2,0.6,22.9,14.5,179,90.8,106.5,0.0,0.8,0.8,-4.7,-1.6,-6.4,31.0,2.2,5.8,1.1,2.4,1.1,3.4,0.9,1.3,1.8,3.5,5.3,1.1,1.1,0.1,1.9,2.5,6.4
3.0,SG,Carson McCorkle,RS FR,6-3,193,Virginia,Wofford,2022-23,Wofford,Southern,33,606,11.9,0.529,0.514,1.7,7.5,4.6,4.4,1.2,0.6,5.5,17.5,176,113.0,113.7,1.0,0.2,1.2,0.1,-2.8,-2.7,18.4,2.1,5.5,0.7,1.3,1.5,4.2,0.4,0.5,0.2,1.1,1.3,0.5,0.4,0.1,0.3,0.8,6.1
2.0,SF,Jalyn McCreary,RS SO,6-8,225,South Florida,Mercer,2022-23,Mercer,Southern,33,797,26.9,0.557,0.547,11.8,15.2,13.5,5.7,1.8,2.8,8.9,32.8,435,111.4,101.0,2.3,1.2,3.5,2.0,-1.2,0.8,24.2,6.9,12.6,6.9,12.6,0.0,0.0,1.4,2.1,2.4,3.0,5.4,0.5,0.7,0.6,1.3,2.9,15.2
2.0,PG,Kamari McGee,RS FR,6-0,160,Green Bay,Wisconsin,2022-23,Wisconsin,Big Ten,31,219,5.4,0.37200000000000005,0.33,2.1,9.4,5.6,14.1,2.0,0.0,12.9,15.9,46,83.1,101.7,-0.1,0.3,0.2,-4.7,2.6,-2.1,7.1,0.5,1.6,0.3,0.7,0.2,0.9,0.2,0.3,0.1,0.5,0.6,0.5,0.2,0.0,0.3,0.8,1.3
2.0,PG,Kamari McGee,RS FR,6-0,160,Green Bay,Wisconsin,2021-22,Green Bay,Horizon,30,871,11.0,0.46399999999999997,0.425,2.2,10.5,6.1,16.4,2.3,0.3,16.9,28.0,332,88.1,108.8,-0.2,0.6,0.4,-3.5,-2.4,-5.8,29.0,4.4,11.3,3.6,8.3,0.8,3.0,2.0,2.4,0.5,2.2,2.8,1.9,1.1,0.1,2.5,2.4,11.6
2.0,PF,Caleb McGill,SO,6-8,215,UC Davis,Metro State,2021-22,UC Davis,Big West,18,174,4.0,0.365,0.308,4.1,12.4,8.3,8.2,1.0,1.3,18.1,16.5,37,76.4,101.0,-0.2,0.2,0.1,-8.3,-1.4,-9.8,9.7,0.6,2.2,0.5,1.6,0.1,0.6,0.5,0.7,0.3,1.1,1.4,0.4,0.2,0.1,0.6,0.9,1.8
2.0,SG,A.J. McGinnis,RS FR,6-4,177,Cincinnati,Lipscomb,2022-23,Lipscomb,A-Sun,33,689,9.8,0.508,0.498,1.1,10.2,5.9,9.2,1.2,0.5,13.0,19.4,213,98.5,105.1,0.4,0.8,1.2,-2.7,-1.5,-4.2,20.9,2.5,6.5,0.8,2.2,1.6,4.4,0.5,0.7,0.2,1.9,2.1,1.1,0.4,0.1,1.0,1.5,7.0
2.0,SG,Hunter McIntosh,JR,6-2,180,Elon,Nevada,2021-22,Elon,CAA,32,1056,11.8,0.523,0.499,0.8,8.6,4.7,18.5,1.1,0.0,16.1,24.1,405,98.7,112.8,1.0,0.3,1.3,0.5,-2.2,-1.7,33.0,4.5,11.8,1.8,4.6,2.7,7.2,1.5,1.9,0.2,2.4,2.6,2.8,0.6,0.0,2.4,2.6,13.3
2.0,PF,Jayveous McKinnis,RSSR,6-7,225,Jackson State,Ole Miss,2022-23,Mississippi,SEC,32,539,17.1,0.569,0.589,10.4,15.2,12.7,4.1,1.6,6.0,11.7,13.8,143,116.0,103.4,0.9,0.7,1.6,0.4,1.9,2.3,16.8,2.0,3.3,2.0,3.3,0.0,0.0,0.6,1.4,1.6,2.2,3.7,0.3,0.4,0.9,0.5,1.8,4.6
2.0,PF,Jayveous McKinnis,RSSR,6-7,225,Jackson State,Ole Miss,2021-22,Jackson State,SWAC,27,849,26.7,0.5720000000000001,0.5660000000000001,11.9,26.8,19.1,4.9,2.1,9.7,10.7,20.1,316,115.8,90.9,2.1,2.0,4.1,2.8,2.6,5.4,31.4,5.3,9.3,5.3,9.3,0.0,0.0,1.9,3.3,3.3,7.0,10.3,0.6,1.1,2.9,1.3,2.4,12.4
2.0,PF,Cade McKnight,RSSR,6-9,240,Truman State,Indiana State,2022-23,Indiana State,MVC,31,348,13.9,0.579,0.525,6.6,15.9,11.5,10.4,0.3,0.9,16.4,20.7,138,109.5,101.9,0.6,0.5,1.1,-1.4,-0.3,-1.7,11.2,1.6,3.2,1.5,2.5,0.1,0.6,1.0,1.3,0.6,1.6,2.2,0.6,0.1,0.1,0.7,1.5,4.4
2.0,SG,Trenton McLaughlin,RS FR,6-6,200,Central Connecticut State,Northern Arizona,2022-23,Northern Arizona,Big Sky,35,707,11.5,0.5529999999999999,0.524,2.2,12.6,7.1,8.4,1.8,1.0,6.6,12.1,166,120.1,109.9,1.1,0.5,1.6,-0.9,0.0,-0.9,20.2,1.6,4.1,0.6,1.4,1.1,2.7,0.6,0.7,0.4,2.0,2.4,1.0,0.6,0.2,0.3,2.0,4.9
2.0,SG,Trenton McLaughlin,RS FR,6-6,200,Central Connecticut State,Northern Arizona,2021-22,Central Connecticut State,NEC,31,656,12.3,0.536,0.526,2.6,12.8,7.6,10.1,2.7,0.5,13.8,15.8,169,103.0,108.0,0.6,0.5,1.1,-2.1,-0.8,-2.9,21.2,2.0,5.0,0.8,2.0,1.2,3.0,0.6,0.9,0.5,2.2,2.7,0.9,0.9,0.1,0.9,1.5,5.8
2.0,PF,Nick McMullen,RS FR,6-8,237,Murray State,UNC Asheville,2022-23,UNC Asheville,Big South,35,817,14.5,0.552,0.561,8.8,19.5,14.5,5.3,1.1,2.2,17.8,19.5,275,101.7,98.6,0.8,1.4,2.2,-2.8,-0.6,-3.4,23.3,3.4,6.1,3.4,5.9,0.0,0.2,1.2,2.5,1.6,4.1,5.8,0.6,0.5,0.5,1.6,2.4,8.0
2.0,SG,Camron McNeil,JR,6-5,185,Radford,Central Washington,2021-22,Radford,Big South,25,386,6.6,0.42700000000000005,0.40700000000000003,0.9,13.2,6.7,9.7,2.1,0.0,17.6,21.8,104,80.2,104.0,-0.4,0.4,0.1,-6.0,-1.3,-7.3,15.4,1.7,4.9,1.2,2.8,0.6,2.1,0.5,0.7,0.1,1.6,1.7,0.7,0.5,0.0,1.1,0.8,4.5
2.0,SG,Sean McNeil,RSSR,6-4,205,West Virginia,Ohio State,2022-23,Ohio State,Big Ten,35,1018,12.9,0.564,0.536,1.3,6.7,4.1,7.8,1.0,0.3,9.4,17.1,307,116.7,110.9,2.0,0.6,2.6,2.8,0.5,3.2,29.1,3.4,8.0,1.7,3.4,1.7,4.6,1.1,1.3,0.3,1.7,2.0,1.3,0.5,0.1,0.9,1.3,9.7
2.0,SG,Sean McNeil,RSSR,6-4,205,West Virginia,Ohio State,2021-22,West Virginia,Big 12,32,1077,13.7,0.542,0.502,1.2,7.9,4.4,8.8,1.2,0.3,8.6,18.4,351,112.5,108.3,2.0,0.8,2.8,3.3,0.5,3.8,33.7,4.2,10.1,2.4,5.3,1.8,4.8,2.0,2.3,0.4,2.2,2.5,1.4,0.7,0.1,1.1,1.0,12.2
3.0,PG,Darius McNeill,RSSR,6-3,185,UTSA,Troy,2022-23,Troy,Sun Belt,26,509,12.3,0.512,0.47600000000000003,2.0,8.7,5.3,21.0,2.7,1.3,17.6,16.7,156,104.0,98.9,0.5,0.9,1.4,-3.5,1.3,-2.2,19.6,2.2,4.8,2.0,3.9,0.2,0.9,1.0,1.3,0.3,1.4,1.8,2.2,0.9,0.2,1.2,2.4,5.5
3.0,PG,Darius McNeill,RSSR,6-3,185,UTSA,Troy,2021-22,UTSA,CUSA,29,694,10.9,0.47600000000000003,0.43799999999999994,2.4,9.4,5.6,15.5,2.4,0.7,16.6,16.3,191,95.9,104.7,0.3,0.7,1.1,-4.3,0.1,-4.2,23.9,2.6,6.1,2.3,4.8,0.2,1.3,1.1,1.4,0.6,1.9,2.5,1.9,1.0,0.1,1.3,1.8,6.4
2.0,C,Callum McRae,SR,7-1,280,UC Riverside,Sacramento State,2022-23,Sacramento State,Big Sky,32,917,24.4,0.5670000000000001,0.541,12.1,28.3,20.1,20.8,1.0,3.2,17.1,25.9,418,110.8,102.1,2.2,1.3,3.6,3.0,0.0,3.0,28.7,5.4,9.9,5.4,9.8,0.0,0.2,2.1,3.0,2.8,6.5,9.3,2.4,0.4,0.9,2.3,1.7,12.9
2.0,C,Callum McRae,SR,7-1,280,UC Riverside,Sacramento State,2021-22,UC Riverside,Big West,28,851,17.7,0.55,0.537,7.1,23.1,15.4,17.8,0.9,2.0,18.6,21.6,315,103.0,94.3,1.2,1.8,2.9,0.7,1.2,1.9,30.4,4.7,8.7,4.7,8.6,0.0,0.1,1.5,2.4,1.8,6.1,7.9,2.4,0.5,0.6,2.3,1.8,10.8
2.0,C,Braxton Meah,RS FR,7-1,250,Fresno State,Washington,2022-23,Washington,Pac-12,31,846,19.8,0.71,0.706,10.2,18.9,14.8,4.5,1.0,6.1,19.6,14.5,267,124.4,99.3,2.0,1.4,3.4,1.9,2.6,4.5,27.3,3.5,4.9,3.5,4.9,0.0,0.0,1.9,2.7,2.3,4.8,7.2,0.6,0.5,1.6,1.5,2.9,8.8
2.0,C,Braxton Meah,RS FR,7-1,250,Fresno State,Washington,2021-22,Fresno State,MWC,32,258,14.1,0.6990000000000001,0.784,8.4,25.7,17.1,1.6,0.5,6.8,31.2,16.1,64,98.5,91.2,0.2,0.6,0.8,-3.9,2.4,-1.4,8.1,0.9,1.2,0.9,1.2,0.0,0.0,0.4,0.9,0.5,1.7,2.2,0.1,0.1,0.4,0.7,1.3,2.2
2.0,C,Brendan Medley-Bacon,SR,7-1,245,McNeese,North Carolina Central,2022-23,North Carolina Central,MEAC,30,817,22.0,0.708,0.684,9.7,14.2,12.0,5.5,1.0,8.3,20.1,19.2,331,122.6,93.1,2.3,1.9,4.2,0.5,1.9,2.4,27.2,4.3,6.3,4.3,6.3,0.0,0.0,3.4,4.6,2.2,3.3,5.5,0.8,0.5,1.9,2.1,3.3,12.0
2.0,C,Brendan Medley-Bacon,SR,7-1,245,McNeese,North Carolina Central,2021-22,McNeese State,Southland,31,695,19.9,0.598,0.546,11.8,18.0,14.8,7.1,1.2,5.8,20.7,20.6,299,110.8,101.6,1.5,0.9,2.4,-2.0,-1.6,-3.5,22.4,3.3,6.0,3.3,6.0,0.0,0.0,3.1,4.4,2.5,3.6,6.1,0.9,0.5,1.3,2.1,2.9,9.6
2.0,SG,Mike Mensah,RSSR,6-5,200,Maryland Eastern Shore,Fresno Pacific,2021-22,Maryland-Eastern Shore,MEAC,26,208,12.6,0.498,0.495,4.2,12.8,8.3,2.3,2.2,1.2,10.9,26.2,80,94.6,96.9,0.1,0.4,0.5,-2.7,-3.3,-6.0,8.0,1.3,3.7,0.4,0.7,1.0,3.0,0.1,0.2,0.3,0.8,1.2,0.1,0.3,0.1,0.5,0.9,3.8
2.0,PF,Rifen Miguel,RS JR,6-8,240,Troy,UT Martin,2021-22,Troy,Sun Belt,29,251,12.6,0.532,0.532,9.6,18.1,13.9,7.4,1.8,1.4,20.3,20.6,82,94.3,94.5,0.1,0.5,0.6,-7.0,-0.5,-7.5,8.7,1.4,2.7,1.4,2.4,0.0,0.2,0.2,0.4,0.7,1.4,2.1,0.3,0.3,0.1,0.7,1.5,3.0
2.0,SG,Selton Miguel,RS FR,6-4,210,Kansas State,South Florida,2022-23,South Florida,AAC,30,776,14.1,0.49200000000000005,0.478,2.6,11.3,6.9,25.6,1.7,0.7,16.2,23.9,319,100.8,106.4,0.8,0.8,1.6,0.7,-0.3,0.4,25.9,4.1,9.8,3.0,6.3,1.1,3.4,1.0,1.6,0.6,2.6,3.2,3.3,0.8,0.2,2.0,1.8,10.3
2.0,SG,Selton Miguel,RS FR,6-4,210,Kansas State,South Florida,2021-22,Kansas State,Big 12,26,642,9.5,0.441,0.397,4.5,14.8,9.5,12.4,1.6,0.9,17.2,20.9,195,87.7,101.9,-0.2,0.9,0.7,-1.2,0.9,-0.3,24.7,2.7,7.1,2.3,5.6,0.3,1.5,1.6,2.3,1.0,3.1,4.0,1.5,0.7,0.2,1.7,1.7,7.2
2.0,SG,Hercy Miller,RS FR,6-3,180,Tennessee State,Xavier,2022-23,Louisville,ACC,27,201,7.5,0.40399999999999997,0.337,7.3,10.9,9.1,12.2,1.2,0.6,14.4,18.1,55,91.0,116.9,0.0,0.0,0.0,-2.3,-1.1,-3.4,7.4,0.5,1.8,0.3,1.0,0.2,0.9,0.6,0.8,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.8,1.8
2.0,SG,Hercy Miller,RS FR,6-3,180,Xavier,Louisville,2022-23,Louisville,ACC,27,201,7.5,0.40399999999999997,0.337,7.3,10.9,9.1,12.2,1.2,0.6,14.4,18.1,55,91.0,116.9,0.0,0.0,0.0,-2.3,-1.1,-3.4,7.4,0.5,1.8,0.3,1.0,0.2,0.9,0.6,0.8,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.8,1.8
3.0,C,Anderson Mirambeaux,RS SO,6-8,305,Cleveland State,Miami (OH),2022-23,Miami (OH),MAC,32,819,23.7,0.59,0.5479999999999999,9.6,17.5,13.6,23.1,1.1,4.1,18.2,29.4,463,111.0,107.3,2.3,0.8,3.1,2.5,-0.9,1.6,25.6,5.4,10.1,5.2,9.3,0.2,0.9,3.2,4.2,2.0,3.7,5.7,2.6,0.5,0.9,2.7,2.9,14.3
3.0,C,Anderson Mirambeaux,RS SO,6-8,305,Cleveland State,Miami (OH),2021-22,Cleveland State,Horizon,25,137,10.0,0.363,0.33299999999999996,16.3,21.3,18.9,23.0,2.6,4.6,26.1,25.4,52,81.3,96.3,-0.2,0.3,0.1,-6.4,0.4,-6.0,5.5,0.6,1.7,0.6,1.6,0.0,0.0,0.4,0.8,0.7,1.0,1.7,0.7,0.2,0.2,0.7,1.0,1.5
2.0,PG,D.J. Mitchell,SR,6-0,160,Hartford,De La Salle University,2021-22,Hartford,AEC,28,818,9.8,0.532,0.517,1.8,8.1,5.1,14.4,1.4,0.5,20.8,15.7,212,97.8,112.8,0.5,0.2,0.7,-1.9,-3.2,-5.1,29.2,2.6,6.5,1.0,2.5,1.5,4.0,0.5,0.7,0.4,2.0,2.5,2.3,0.7,0.1,1.8,0.7,7.2
2.0,C,David Mitchell,SR,6-6,210,Brown,Niagara,2022-23,Niagara,MAAC,31,829,9.2,0.518,0.5,6.2,11.7,9.0,7.5,1.7,0.9,14.9,10.0,149,109.7,106.1,0.8,0.9,1.6,-3.0,-0.2,-3.2,26.7,1.6,3.5,1.3,2.4,0.3,1.0,0.7,1.3,1.2,2.4,3.6,1.1,0.7,0.2,0.7,2.6,4.2
2.0,C,David Mitchell,SR,6-6,210,Brown,Niagara,2021-22,Brown,Ivy,29,576,9.9,0.516,0.46,7.0,15.0,10.9,4.2,2.7,1.0,17.0,11.2,121,105.5,99.4,0.5,0.9,1.4,-4.3,1.5,-2.8,19.9,1.2,3.0,0.9,2.0,0.3,1.1,1.0,1.4,1.2,2.6,3.8,0.5,0.9,0.2,0.8,3.0,3.8
