Stars,Position,Name,Class,Ht,Wt,Previous School,New School,Season,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,MPG,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2.0,SG,Joey Calcaterra,RSSR,6-3,180,San Diego,Connecticut,2021-22,San Diego,WCC,29,778,9.9,0.493,0.45899999999999996,1.0,11.0,6.0,10.0,1.5,0.2,16.6,20.1,232,92.5,102.6,0.2,1.0,1.2,-2.1,-0.2,-2.4,26.8,3.1,8.0,2.0,4.7,1.1,3.3,1.2,1.3,0.2,2.6,2.8,1.3,0.7,0.1,1.7,1.6,8.5
3.0,PG,Alex Caldwell,SR,6-0,161,North Carolina Central,UNC Asheville,2022-23,UNC Asheville,Big South,30,469,11.6,0.54,0.504,2.2,5.4,3.9,12.8,1.6,0.7,14.0,20.5,168,106.1,104.2,0.7,0.6,1.2,-2.0,-0.3,-2.3,15.6,1.8,4.5,0.8,1.6,1.0,2.9,1.2,1.7,0.3,0.8,1.0,1.0,0.4,0.1,0.9,2.0,5.8
3.0,PG,Alex Caldwell,SR,6-0,161,North Carolina Central,UNC Asheville,2021-22,North Carolina Central,MEAC,24,320,12.3,0.501,0.491,2.5,8.1,5.3,19.8,2.6,1.6,16.6,21.9,122,101.5,98.2,0.4,0.5,0.9,-3.5,-0.9,-4.4,13.3,1.7,4.5,0.5,1.6,1.1,3.0,0.6,1.0,0.3,0.9,1.2,1.4,0.6,0.2,1.0,1.9,5.0
2.0,SG,Sardaar Calhoun,RS JR,6-6,210,Texas Tech,Drake,2022-23,Drake,MVC,32,590,13.2,0.546,0.525,3.2,10.7,7.1,3.6,1.5,1.4,12.6,22.3,203,101.0,96.6,0.6,1.2,1.7,1.0,1.1,2.1,18.4,2.6,6.3,1.2,2.6,1.4,3.7,0.7,0.9,0.5,1.7,2.2,0.3,0.5,0.2,1.0,1.3,7.3
2.0,SG,Devan Cambridge,RS SO,6-6,215,Auburn,Arizona State,2022-23,Arizona State,Pac-12,36,962,16.6,0.578,0.5579999999999999,8.8,12.8,10.8,6.4,1.3,3.3,14.1,18.5,336,112.1,100.6,1.7,1.5,3.3,2.1,1.7,3.9,26.7,3.6,7.2,2.8,4.8,0.8,2.3,1.8,2.8,2.2,3.2,5.4,0.8,0.6,0.8,1.4,2.7,9.8
2.0,SG,Devan Cambridge,RS SO,6-6,215,Auburn,Arizona State,2021-22,Auburn,SEC,33,646,12.1,0.483,0.46,9.2,10.0,9.6,5.6,1.6,1.7,11.3,15.0,183,107.7,99.4,0.8,1.0,1.8,1.0,1.7,2.7,19.6,2.0,5.0,1.4,2.4,0.6,2.6,0.7,1.1,1.7,1.9,3.6,0.6,0.5,0.3,0.7,1.7,5.3
2.0,SG,Tyree Campbell,SO,6-5,192,California Baptist,Cal State East Bay,2021-22,California Baptist,WAC,27,243,13.0,0.557,0.511,6.6,12.2,9.5,11.8,1.2,1.7,10.3,12.1,63,121.7,99.2,0.5,0.4,0.8,-0.6,0.4,-0.3,9.0,0.8,1.6,0.7,1.0,0.1,0.6,0.5,0.6,0.5,1.0,1.5,0.6,0.2,0.1,0.2,0.9,2.1
2.0,SG,Kyle Cardaci,RS JR,6-2,190,Coppin State,Saint Peter's,2022-23,Saint Peter's,MAAC,29,501,10.9,0.49,0.446,2.6,6.8,4.5,5.3,2.8,0.8,11.0,20.8,154,104.0,105.6,0.6,0.5,1.1,-2.4,-0.5,-2.9,17.3,1.8,5.4,0.6,1.3,1.2,4.1,1.1,1.4,0.4,0.9,1.3,0.4,0.8,0.1,0.8,2.0,6.0
2.0,SG,Kyle Cardaci,RS JR,6-2,190,Coppin State,Saint Peter's,2021-22,Coppin State,MEAC,32,933,9.1,0.467,0.446,1.2,7.5,4.4,7.7,2.9,0.1,10.3,15.8,235,91.6,103.7,0.1,1.1,1.2,-2.7,-0.1,-2.8,29.2,2.5,7.8,0.5,1.3,2.0,6.5,0.9,1.2,0.3,2.1,2.5,1.1,1.6,0.0,1.0,1.3,7.9
4.0,PF,Ben Carlson,RS FR,6-9,235,Wisconsin,Utah,2022-23,Utah,Pac-12,32,614,11.3,0.512,0.524,9.4,16.3,13.0,4.1,0.7,0.8,14.7,13.7,144,103.5,98.6,0.5,1.1,1.6,0.2,1.5,1.7,19.2,1.8,3.9,1.4,2.4,0.4,1.4,0.4,1.0,1.6,3.0,4.6,0.4,0.2,0.2,0.8,1.3,4.5
4.0,PF,Ben Carlson,RS FR,6-9,235,Wisconsin,Utah,2021-22,Wisconsin,Big Ten,32,292,6.5,0.36,0.341,9.5,16.1,12.7,2.5,0.4,0.4,12.2,14.8,62,84.8,103.2,-0.1,0.4,0.2,-2.1,0.2,-1.9,9.1,0.7,2.1,0.7,1.4,0.0,0.7,0.2,0.4,0.8,1.3,2.0,0.1,0.1,0.0,0.3,0.5,1.6
2.0,PF,Andrew Carr,RS FR,-10,220,Delaware,Wake Forest,2022-23,Wake Forest,ACC,33,1039,16.1,0.5760000000000001,0.5489999999999999,6.6,15.4,11.1,6.9,1.8,3.2,13.6,17.4,347,112.6,104.6,1.8,1.2,3.1,1.8,1.5,3.3,31.5,4.1,8.3,3.1,5.1,1.0,3.2,1.5,2.0,1.7,4.2,6.0,1.2,1.0,0.9,1.5,2.5,10.7
2.0,PF,Andrew Carr,RS FR,-10,220,Delaware,Wake Forest,2021-22,Delaware,CAA,34,965,18.3,0.618,0.602,7.8,13.9,11.0,8.7,1.8,4.1,16.9,18.0,339,116.0,103.6,2.2,1.1,3.3,1.3,0.4,1.7,28.4,3.7,6.6,3.2,5.4,0.5,1.2,2.0,3.1,1.7,3.4,5.1,1.3,0.9,1.1,1.6,2.8,10.0
2.0,SG,Rodney Carson,JR,6-3,180,New Orleans,Texas–Permian Basin,2021-22,New Orleans,Southland,30,324,8.5,0.49,0.445,4.2,4.8,4.5,9.8,1.6,0.3,13.7,13.8,85,102.0,105.2,0.3,0.3,0.6,-5.6,-1.3,-6.9,10.8,1.0,2.4,0.7,1.6,0.2,0.8,0.5,0.6,0.4,0.5,0.9,0.6,0.3,0.0,0.4,1.2,2.7
2.0,SG,Devin Carter,RS FR,6-3,195,South Carolina,Providence,2022-23,Providence,Big East,33,1057,19.7,0.531,0.48,4.4,13.3,8.9,14.3,3.3,3.4,11.6,21.5,422,113.5,100.7,2.3,1.7,4.0,3.6,3.5,7.2,32.0,4.3,10.0,3.2,6.5,1.1,3.5,3.4,4.8,1.2,3.7,4.9,2.5,1.8,1.1,1.6,2.1,13.0
2.0,SG,Devin Carter,RS FR,6-3,195,South Carolina,Providence,2021-22,South Carolina,SEC,30,561,17.7,0.511,0.45799999999999996,6.4,15.5,10.9,19.5,2.6,1.9,19.2,27.5,270,98.7,97.1,0.6,1.0,1.6,1.8,1.8,3.6,18.7,3.0,7.1,2.4,5.1,0.5,2.0,2.6,3.7,1.1,2.7,3.8,1.8,0.9,0.3,2.1,1.4,9.0
2.0,PF,Noah Carter,RS SO,6-6,235,Northern Iowa,Missouri,2022-23,Missouri,SEC,34,746,19.6,0.594,0.5720000000000001,7.1,14.6,10.9,15.4,1.4,2.5,12.7,21.5,326,118.6,109.2,2.1,0.6,2.6,4.4,-0.4,4.0,21.9,3.5,7.1,2.4,3.7,1.1,3.5,1.4,2.0,1.3,2.7,4.0,1.8,0.5,0.4,1.2,2.2,9.6
2.0,PF,Noah Carter,RS SO,6-6,235,Northern Iowa,Missouri,2021-22,Northern Iowa,MVC,32,851,23.7,0.581,0.5379999999999999,2.8,16.4,9.7,15.8,1.3,1.9,9.6,28.9,452,115.1,104.7,2.8,0.9,3.7,5.2,0.1,5.3,26.6,5.3,11.0,4.1,6.8,1.3,4.2,3.1,3.9,0.6,3.5,4.1,1.8,0.6,0.4,1.4,2.0,15.0
2.0,SF,Derrick Carter-Hollinger,RS SO,6-5,215,Montana,Bethune–Cookman,2021-22,Montana,Big Sky,32,675,12.7,0.578,0.565,3.7,10.8,7.3,9.1,1.5,3.6,14.5,16.6,198,107.5,100.4,0.9,1.0,1.9,-2.8,0.2,-2.5,21.1,2.4,4.8,1.7,3.3,0.7,1.6,1.0,1.5,0.6,1.8,2.5,1.0,0.5,0.7,0.9,3.2,6.4
2.0,PF,Patrick Cartier,RS JR,6-8,220,Hillsdale,Colorado State,2022-23,Colorado State,MWC,33,722,23.6,0.6859999999999999,0.677,5.4,11.9,8.9,11.9,1.5,0.5,14.0,26.3,344,120.4,109.4,2.4,0.5,3.0,4.6,-0.3,4.4,21.9,4.9,7.5,4.4,6.5,0.5,1.0,2.1,2.9,0.9,2.2,3.1,1.1,0.5,0.1,1.5,2.4,12.3
2.0,SG,Matteus Case,RS FR,6-5,196,Providence,William & Mary,2022-23,William & Mary,CAA,33,702,9.5,0.442,0.413,3.7,14.6,9.0,9.4,1.5,0.5,9.1,15.0,164,99.5,109.7,0.4,0.5,0.9,-2.8,-1.8,-4.6,21.3,1.7,4.9,1.2,2.7,0.6,2.2,0.8,1.2,0.7,2.5,3.2,1.0,0.5,0.1,0.5,1.3,4.8
2.0,SF,Kale Catchings,SR,6-6,220,Harvard,Duke,2021-22,Harvard,Ivy,24,582,15.8,0.585,0.584,5.7,13.7,9.5,6.4,2.4,1.9,15.8,19.3,206,108.3,98.7,1.0,1.0,1.9,-1.1,0.8,-0.4,24.3,3.2,6.5,2.1,3.4,1.1,3.1,1.5,2.8,1.3,2.7,4.0,0.8,1.0,0.4,1.5,3.0,9.1
2.0,SF,Samkelo Cele,SR,6-5,210,Marist,University of Science and Arts of Oklahoma,2021-22,Marist,MAAC,30,651,16.2,0.534,0.517,2.2,16.2,9.3,5.6,1.7,0.7,8.6,21.5,233,107.6,102.1,1.1,0.9,2.0,-0.3,-0.6,-0.9,21.7,3.5,7.6,2.5,4.6,1.0,3.0,0.8,1.0,0.4,3.1,3.5,0.6,0.6,0.1,0.8,1.8,8.7
2.0,SF,Jack Chapman,FR,6-7,195,Kansas City,Central Missouri,2021-22,Kansas City,Summit,29,414,14.7,0.535,0.521,5.5,15.5,10.4,4.6,2.8,2.9,10.4,14.6,111,107.5,95.3,0.5,0.8,1.3,-3.9,-0.3,-4.2,14.3,1.6,3.3,1.3,2.4,0.3,1.0,0.3,0.5,0.7,1.7,2.4,0.4,0.7,0.3,0.4,0.7,3.8
4.3,SF,Taeshon Cherry,SR,6-8,210,GCU,Marian University,2021-22,Grand Canyon,WAC,28,469,14.3,0.47,0.445,7.7,11.9,9.9,12.3,3.3,1.2,11.7,19.0,155,106.0,89.3,0.7,1.2,1.9,0.1,3.0,3.2,16.8,1.9,5.2,1.0,2.1,0.9,3.1,0.7,0.9,1.2,1.9,3.1,1.1,0.9,0.2,0.8,2.3,5.3
2.0,PG,Luke Chicone,FR,-10,170,Youngstown State,John Carroll University,2021-22,Youngstown State,Horizon,26,326,12.5,0.44,0.426,1.8,12.0,7.0,31.4,2.4,0.7,17.8,15.1,94,103.3,104.4,0.3,0.4,0.7,-3.6,-0.7,-4.3,12.5,1.1,2.6,1.0,2.2,0.1,0.4,0.4,0.8,0.2,1.3,1.5,2.2,0.5,0.1,0.7,1.1,2.7
2.0,PG,Chris Childs,SR,6-2,180,Bryant,Lindenwood,2022-23,Lindenwood,OVC,32,999,12.2,0.52,0.46,1.6,11.7,6.6,11.6,1.3,0.6,16.8,24.7,391,96.4,108.9,0.6,0.8,1.4,-1.9,-3.5,-5.4,31.2,4.1,11.0,2.1,5.6,2.0,5.5,2.9,3.2,0.4,3.2,3.7,1.8,0.7,0.2,2.5,1.7,13.0
2.0,PF,Robert Chougkaz,JR,6-9,195,Northwestern State,Harding,2021-22,Northwestern State,Southland,28,268,11.3,0.456,0.424,8.0,17.6,12.7,6.8,1.0,3.3,14.4,14.8,70,97.7,110.5,0.1,0.1,0.3,-2.5,-2.8,-5.3,9.6,0.9,2.4,0.7,1.4,0.2,1.0,0.3,0.4,0.7,1.5,2.3,0.4,0.2,0.3,0.4,0.6,2.3
2.0,C,Tanner Christensen,SO,-10,260,Idaho,Utah Tech,2022-23,Utah Tech,WAC,32,798,17.7,0.585,0.589,9.6,24.4,17.0,13.5,1.1,3.6,19.3,20.0,312,109.4,101.4,1.4,1.2,2.6,1.0,0.4,1.4,24.9,3.7,6.5,3.4,5.7,0.3,0.8,1.8,3.3,2.0,5.0,7.0,1.6,0.5,0.8,1.9,3.1,9.5
2.0,C,Tanner Christensen,SO,-10,260,Idaho,Utah Tech,2021-22,Idaho,Big Sky,28,595,16.5,0.5760000000000001,0.573,8.6,26.1,17.4,11.1,0.4,1.8,17.5,21.3,239,106.3,109.4,1.0,0.4,1.4,-2.4,-2.2,-4.6,21.3,3.6,6.4,3.6,6.3,0.0,0.1,1.3,2.2,1.6,4.8,6.4,1.1,0.1,0.4,1.6,3.7,8.5
2.0,SF,Ryan Claflin,SO,6-6,195,Green Bay,Palm Beach Atlantic,2021-22,Green Bay,Horizon,27,420,5.7,0.47700000000000004,0.47600000000000003,1.7,7.5,4.5,7.3,1.9,1.4,18.3,13.4,76,87.8,109.8,-0.1,0.2,0.2,-4.0,-1.1,-5.1,15.6,1.1,3.1,0.3,0.6,0.8,2.5,0.0,0.1,0.2,0.9,1.1,0.6,0.5,0.2,0.7,1.6,3.0
2.0,PG,E.J. Clark,RSSR,-11,165,Alabama State,George Washington,2021-22,Alabama State,SWAC,29,597,14.8,0.5670000000000001,0.465,1.7,6.9,4.3,19.1,1.7,0.4,15.3,19.8,233,113.9,110.7,1.3,0.3,1.6,-0.7,-2.5,-3.2,20.6,2.1,5.4,1.3,3.5,0.8,1.9,3.0,3.5,0.3,1.2,1.6,2.0,0.6,0.1,1.3,1.9,8.0
3.0,SG,Jack Clark,RS JR,6-8,200,La Salle,NC State,2021-22,La Salle,A-10,30,912,14.7,0.483,0.45399999999999996,6.0,15.6,10.7,11.5,2.2,0.8,13.2,23.9,346,97.5,104.1,0.7,1.0,1.8,0.4,-0.5,-0.1,30.4,4.4,11.5,2.8,6.2,1.6,5.4,1.6,2.0,1.7,4.1,5.8,1.6,1.2,0.2,1.9,1.9,12.0
2.0,PG,Aaron Clarke,SR,6-1,185,Sacred Heart,Stony Brook,2021-22,Sacred Heart,NEC,25,827,17.1,0.555,0.488,1.2,4.5,2.9,24.1,0.8,0.0,14.1,25.1,395,113.4,115.2,2.3,0.0,2.3,1.4,-4.6,-3.2,33.1,5.1,12.2,3.5,6.8,1.6,5.3,4.1,4.7,0.4,1.3,1.7,4.1,0.5,0.0,2.4,1.6,16.0
2.0,C,Hugo Clarkin,SO,7-0,200,Sacramento State,Bossier Parish Community College,2021-22,Sacramento State,Big Sky,27,273,7.6,0.575,0.586,5.1,14.1,9.4,3.5,0.4,3.8,19.4,9.2,44,104.1,108.1,0.2,0.2,0.4,-5.9,-0.6,-6.5,10.1,0.7,1.3,0.7,1.3,0.0,0.0,0.1,0.2,0.4,1.1,1.6,0.2,0.1,0.3,0.3,1.6,1.6
2.0,PF,Tyzhaun Claude,RS SO,6-8,240,Morehead State,Western Carolina,2022-23,Western Carolina,Southern,31,818,25.8,0.5720000000000001,0.526,13.5,23.4,18.4,4.7,0.9,3.4,13.5,30.2,456,111.8,100.4,2.4,1.3,3.7,1.7,-2.1,-0.4,26.4,5.6,10.7,5.5,10.5,0.1,0.2,4.1,5.6,3.2,5.4,8.6,0.5,0.4,0.9,2.1,2.4,15.4
2.0,PG,Tyler Cochran,RS SO,6-2,220,Ball State,Toledo,2021-22,Ball State,MAC,31,837,18.3,0.5329999999999999,0.495,6.7,16.5,11.6,17.3,4.1,0.4,18.9,24.5,369,101.0,102.3,1.1,1.1,2.2,-0.4,0.7,0.3,27.0,4.2,9.4,3.4,7.1,0.8,2.3,2.4,3.2,1.6,4.0,5.6,2.2,2.0,0.1,2.5,2.6,11.6
3.0,SG,Jarron Coleman,RS JR,6-5,210,Missouri,Ball State,2022-23,Ball State,MAC,30,1026,15.7,0.504,0.466,2.0,14.4,8.3,21.8,2.3,1.0,15.0,24.8,438,104.0,104.7,1.5,1.2,2.7,0.5,-0.2,0.3,34.2,4.8,12.7,2.5,6.2,2.3,6.4,2.5,3.3,0.6,4.3,4.9,3.8,1.3,0.3,2.5,2.5,14.3
3.0,SG,Jarron Coleman,RS JR,6-5,210,Missouri,Ball State,2021-22,Missouri,SEC,31,885,8.6,0.462,0.446,2.0,11.9,7.0,20.0,1.9,0.9,22.7,21.6,272,86.0,107.4,-0.4,0.7,0.3,-1.1,-0.1,-1.2,28.5,3.1,8.7,1.6,3.8,1.5,4.9,0.9,1.4,0.5,2.9,3.4,2.8,0.9,0.2,2.7,2.1,8.6
2.0,C,Jeriah Coleman,SO,7-0,220,St. Francis (PA),Clarendon College,2021-22,Saint Francis (PA),NEC,28,173,21.4,0.624,0.65,8.5,28.0,18.0,3.6,1.3,11.2,19.2,17.9,56,107.6,96.2,0.3,0.3,0.6,-3.4,1.7,-1.7,6.2,0.9,1.4,0.9,1.4,0.0,0.0,0.4,0.8,0.5,1.5,2.0,0.1,0.1,0.6,0.4,1.0,2.3
2.0,C,Kendal Coleman,SO,6-8,230,Northwestern State,LSU,2021-22,Northwestern State,Southland,30,859,24.4,0.5529999999999999,0.546,9.8,28.8,19.2,5.0,1.9,4.6,12.0,26.3,414,106.8,103.4,1.7,1.0,2.7,1.6,-1.5,0.1,28.6,6.8,12.4,6.8,12.4,0.0,0.0,1.9,3.3,2.6,7.5,10.1,0.7,1.0,1.3,1.9,2.1,15.4
4.0,PF,Noah Collier,RS FR,6-8,220,Pittsburgh,William & Mary,2021-22,Pittsburgh,ACC,32,306,7.5,0.5,0.5379999999999999,8.0,14.5,11.3,2.1,0.8,1.7,17.2,10.2,50,97.3,110.0,0.1,0.2,0.3,-3.8,-0.1,-3.9,9.6,0.7,1.2,0.7,1.2,0.0,0.0,0.2,0.6,0.6,1.1,1.8,0.1,0.1,0.1,0.3,1.2,1.5
4.0,PG,Frankie Collins,RS FR,6-1,185,Michigan,Arizona State,2022-23,Arizona State,Pac-12,35,977,15.0,0.48,0.44299999999999995,2.6,13.4,8.0,30.6,2.7,0.9,17.4,21.9,378,100.0,98.2,0.9,1.8,2.7,1.2,3.2,4.4,27.9,3.3,8.3,2.6,6.2,0.7,2.1,2.3,3.6,0.7,3.5,4.1,4.3,1.3,0.2,2.1,2.3,9.7
4.0,PG,Frankie Collins,RS FR,6-1,185,Michigan,Arizona State,2021-22,Michigan,Big Ten,31,340,8.7,0.44799999999999995,0.445,2.6,15.9,9.4,22.2,2.1,0.6,26.3,20.3,102,84.3,103.7,-0.2,0.4,0.2,-2.5,2.4,-0.2,11.0,1.1,2.6,1.0,2.1,0.1,0.6,0.5,1.1,0.2,1.5,1.7,1.4,0.4,0.1,1.1,1.1,2.8
2.0,PG,Ryan Conway,RS FR,6-1,190,Seton Hall,Towson,2022-23,Towson,CAA,31,536,12.3,0.557,0.5379999999999999,1.3,4.6,3.0,10.7,1.7,0.0,12.7,19.6,175,111.8,107.7,0.9,0.5,1.4,0.3,-1.1,-0.8,17.3,2.1,5.5,0.5,1.5,1.6,4.0,0.5,0.6,0.2,0.7,0.9,1.0,0.5,0.0,0.8,1.2,6.4
2.0,SG,Jarius Cook,RS JR,6-3,185,North Dakota State,Jacksonville,2021-22,North Dakota State,Summit,32,829,12.6,0.557,0.534,1.6,8.3,5.2,6.6,0.5,1.0,7.9,16.8,250,113.8,105.3,1.5,0.8,2.3,0.4,-0.7,-0.3,25.9,3.0,6.9,1.5,3.3,1.4,3.6,1.2,1.6,0.3,2.0,2.3,0.9,0.2,0.3,0.7,1.4,8.5
2.0,SG,Jarren Cook,SO,6-4,205,Sam Houston State,Tyler Junior College,2021-22,Sam Houston State,WAC,32,420,11.9,0.55,0.546,1.3,8.1,4.5,4.7,1.0,0.9,7.7,18.6,128,107.2,98.2,0.6,0.7,1.3,1.8,-0.6,1.2,13.1,1.7,4.4,0.4,0.8,1.3,3.5,0.1,0.2,0.2,0.9,1.1,0.3,0.2,0.1,0.4,0.8,4.9
2.0,SG,Marquez Cooper,RSSR,6-4,195,Bluefield State,New Orleans,2022-23,New Orleans,Southland,29,390,15.2,0.5429999999999999,0.48700000000000004,6.3,13.2,9.8,17.1,2.3,0.3,16.9,20.6,154,107.0,109.6,0.6,0.3,0.9,-0.5,-1.5,-2.0,13.4,1.9,4.1,1.6,3.1,0.3,1.0,1.2,1.4,0.7,1.5,2.2,1.2,0.6,0.0,1.0,1.2,5.2
2.0,PG,Ta'Lon Cooper,RS SO,6-4,190,Morehead State,Minnesota,2022-23,Minnesota,Big Ten,31,1137,13.6,0.488,0.46299999999999997,1.9,10.8,6.4,35.8,1.8,2.4,21.0,18.9,371,98.9,109.2,0.9,0.9,1.7,1.0,0.7,1.7,36.7,3.5,8.7,2.3,5.6,1.2,3.2,1.7,2.8,0.6,3.5,4.0,6.3,1.1,0.9,2.7,2.1,9.8
2.0,PG,Ta'Lon Cooper,RS SO,6-4,190,Morehead State,Minnesota,2021-22,Morehead State,OVC,34,1154,15.2,0.512,0.485,2.4,12.5,7.7,32.2,1.6,2.0,19.7,16.9,386,110.0,97.9,2.0,2.0,4.0,1.1,1.1,2.2,33.9,3.1,7.6,1.9,4.1,1.2,3.5,1.6,2.5,0.7,3.9,4.5,5.9,0.9,0.7,2.2,1.8,9.1
2.0,PF,Tyree Corbett,SR,6-7,200,Coppin State,Denver,2021-22,Coppin State,MEAC,24,603,21.4,0.519,0.494,12.3,23.9,18.1,10.0,1.2,3.8,13.3,28.1,310,101.2,97.8,0.9,1.0,1.9,1.4,-1.9,-0.5,25.1,4.9,10.4,4.3,8.2,0.5,2.3,2.7,4.4,3.0,5.8,8.8,0.9,0.6,0.9,1.9,2.4,13.0
3.0,SG,Josh Corbin,RS SO,6-3,190,Winthrop,Robert Morris,2022-23,Robert Morris,Horizon,33,1029,10.9,0.532,0.518,0.6,8.8,4.6,8.2,2.0,0.5,12.9,18.6,298,101.7,103.4,0.9,1.3,2.2,-2.0,-0.9,-2.9,31.2,3.5,9.5,0.7,1.8,2.8,7.7,0.6,0.6,0.2,2.3,2.5,1.3,1.0,0.2,1.5,1.6,10.5
2.0,PF,Anjay Cortez,SO,6-8,185,Alabama A&M,San Diego City College,2021-22,Alabama A&M,SWAC,25,498,8.3,0.425,0.392,7.6,12.7,10.1,4.6,1.5,1.1,18.7,18.5,127,82.2,99.6,-0.3,0.8,0.4,-5.6,-1.2,-6.9,19.9,2.0,5.4,1.8,4.6,0.2,0.8,0.8,1.2,1.4,2.4,3.8,0.4,0.5,0.2,1.4,1.4,5.0
2.0,PG,Virshon Cotton,RSSR,6-2,170,New Mexico State,Grambling State,2022-23,Grambling,SWAC,30,749,8.4,0.474,0.43,2.2,9.8,6.2,15.4,2.0,0.2,21.7,21.2,234,89.6,96.0,-0.1,1.5,1.4,-3.3,-1.0,-4.4,25.0,2.3,7.1,0.9,2.9,1.4,4.2,1.6,2.2,0.5,2.2,2.7,2.0,0.8,0.0,2.3,1.7,7.7
4.0,PF,Isaiah Cottrell,RS FR,-10,245,West Virginia,UNLV,2021-22,West Virginia,Big 12,33,531,8.1,0.406,0.38799999999999996,7.1,13.7,10.3,6.1,0.8,5.0,15.2,19.3,144,84.8,104.5,-0.3,0.6,0.3,-2.0,0.4,-1.5,16.1,1.6,4.7,1.2,3.3,0.5,1.4,0.6,1.1,1.0,1.8,2.8,0.5,0.2,0.7,0.9,1.6,4.2
2.0,SG,Jermaine Couisnard,RS JR,6-4,210,South Carolina,Oregon,2021-22,South Carolina,SEC,26,644,14.1,0.499,0.469,2.3,8.8,5.5,26.4,2.4,0.3,20.1,28.7,307,94.9,101.3,0.4,0.9,1.3,1.6,0.7,2.4,24.8,4.2,10.6,2.7,5.8,1.5,4.8,2.1,3.1,0.5,2.0,2.5,3.2,1.1,0.1,3.0,1.4,12.0
3.0,PF,Abdoul Karim Coulibaly,RS SO,6-9,235,St. Bonaventure,UMass Lowell,2022-23,Massachusetts-Lowell,AEC,32,780,24.1,0.5920000000000001,0.5760000000000001,15.2,20.9,18.2,5.8,2.1,3.9,15.6,23.0,354,115.9,92.1,2.1,1.9,3.9,1.6,-0.3,1.3,24.4,4.8,8.3,4.8,8.1,0.0,0.1,1.9,2.8,3.0,4.6,7.6,0.7,0.9,0.9,1.8,2.1,11.4
2.0,PG,Khristion Courseault,RS JR,6-2,180,Houston Christian,Chattanooga,2022-23,Chattanooga,Southern,28,457,11.1,0.516,0.496,1.5,6.8,4.3,15.7,1.0,1.3,14.2,20.4,158,102.9,111.1,0.5,0.3,0.8,-3.7,-2.5,-6.2,16.3,2.1,4.9,1.5,2.9,0.6,2.0,1.0,1.6,0.2,1.0,1.2,1.4,0.3,0.2,0.9,1.5,5.8
2.0,PG,Yuri Covington,RS FR,6-1,192,William & Mary,UMass Lowell,2022-23,Massachusetts-Lowell,AEC,34,543,15.8,0.593,0.563,3.4,13.1,8.5,7.0,2.0,1.0,16.0,22.6,216,111.7,97.0,1.1,1.0,2.1,-0.4,-0.8,-1.2,16.0,2.5,5.6,1.1,2.2,1.4,3.4,1.0,1.2,0.4,1.9,2.3,0.6,0.6,0.1,1.2,1.8,7.3
2.0,PG,Yuri Covington,RS FR,6-1,192,William & Mary,UMass Lowell,2021-22,William & Mary,CAA,31,758,6.4,0.44799999999999995,0.39399999999999996,1.0,14.5,7.6,11.0,2.3,0.2,21.5,20.4,208,80.3,106.4,-0.7,0.7,0.0,-6.3,-1.2,-7.6,24.5,2.2,6.7,1.3,3.8,0.9,2.9,1.7,2.3,0.2,3.0,3.3,1.3,1.0,0.0,2.1,2.2,7.0
2.0,PF,Isaiah Cozart,RS SO,6-7,240,Western Kentucky,Eastern Kentucky,2022-23,Eastern Kentucky,A-Sun,37,887,27.1,0.628,0.635,13.4,19.8,16.5,2.8,1.1,11.5,7.0,16.6,350,133.9,97.3,3.0,1.7,4.6,3.3,1.4,4.7,24.0,4.2,6.6,4.2,6.6,0.0,0.0,1.5,2.7,3.2,4.4,7.5,0.4,0.5,2.5,0.6,1.7,9.9
4.0,PF,Matt Cross,RS FR,6-7,225,Louisville,Massachusetts,2022-23,Massachusetts,A-10,25,671,19.2,0.51,0.45299999999999996,9.1,16.8,12.8,13.9,3.1,2.4,15.3,25.1,298,104.0,99.0,1.0,1.2,2.2,2.6,1.5,4.1,26.8,4.1,10.2,3.0,7.2,1.0,3.0,3.0,3.7,2.3,4.0,6.3,1.8,1.5,0.6,2.2,1.9,12.2
4.0,PF,Matt Cross,RS FR,6-7,225,Louisville,Massachusetts,2021-22,Louisville,ACC,28,537,12.1,0.49700000000000005,0.469,7.2,15.5,11.3,4.7,1.9,3.0,16.8,18.9,159,95.5,102.7,0.3,0.7,0.9,-0.7,1.3,0.7,19.2,2.0,5.2,1.1,2.1,0.9,3.1,0.9,1.3,1.3,2.6,3.9,0.5,0.6,0.5,1.2,2.0,5.8
4.0,PG,Austin Crowley,RS SO,6-5,195,Ole Miss,Southern Miss,2022-23,Southern Mississippi,Sun Belt,33,1075,19.9,0.5760000000000001,0.5489999999999999,2.5,11.7,7.1,16.2,3.4,1.5,14.9,25.1,480,110.1,96.0,2.3,2.2,4.5,2.4,1.8,4.2,32.6,5.7,12.3,3.6,6.4,2.1,5.9,2.5,3.3,0.7,3.4,4.1,2.6,1.9,0.4,2.4,2.3,16.0
