Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
9145,Justin Bieker,FR,2020-21,G,San Francisco,WCC,5,18,3.6,0.2,1.0,0.2,0.4,0.0,0.6,0.0,0.2,0.0,1.0,1.0,0.2,0.0,0.0,0.2,0.6,0.4
9146,Carson Brown,FR,2021-22,G,Jacksonville,A-Sun,9,15,1.7,0.2,0.6,0.2,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
9147,Spencer Brown,SR,2020-21,G,Missouri State,MVC,9,30,3.3,0.1,0.7,0.0,0.0,0.1,0.7,0.1,0.4,0.0,0.4,0.4,0.1,0.1,0.0,0.0,0.2,0.4
9148,Tyler Brown,SR,2021-22,G,Brown,Ivy,5,19,3.8,0.2,1.8,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.0,0.2,0.4,0.4
9149,Tyler Brumfield,FR,2021-22,G,Mississippi State,SEC,5,9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4
9150,Riley Burger,JR,2021-22,G,Bradley,MVC,5,11,2.2,0.2,0.6,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
9151,Will Burghardt,SR,2021-22,G,Washington State,Pac-12,8,7,0.9,0.1,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4
9152,Andre Charles,JR,2020-21,G,Houston Christian,Southland,7,18,2.6,0.1,0.7,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.4
9153,Cam Clardy,FR,2021-22,G,UTEP,CUSA,14,88,6.3,0.1,0.4,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0.2,0.3,0.4,0.1,0.0,0.2,0.9,0.4
9154,Chandler Clements,SO,2021-22,F,Austin Peay,OVC,7,12,1.7,0.1,0.3,0.1,0.3,0.0,0.0,0.1,0.3,0.0,0.3,0.3,0.0,0.1,0.0,0.1,0.0,0.4
9155,Chase Coleman,SO,2020-21,G,Virginia,ACC,5,6,1.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.4
9156,Chris Conway,FR,2020-21,F,Oakland,Horizon,15,56,3.7,0.1,0.7,0.1,0.6,0.0,0.1,0.1,0.1,0.0,0.3,0.3,0.2,0.0,0.1,0.3,0.6,0.4
9157,Matur Dhal,FR,2021-22,C,Cal Poly,Big West,13,37,2.8,0.2,0.5,0.2,0.5,0.0,0.0,0.1,0.3,0.1,0.3,0.4,0.0,0.1,0.2,0.0,0.6,0.4
9158,Drew Dibble,JR,2020-21,G,Davidson,A-10,5,13,2.6,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.6,0.2,0.0,0.0,0.2,0.4
9159,Ibrahim Famouke Doumbia,JR,2020-21,F,Central Florida,AAC,5,32,6.4,0.2,1.6,0.2,0.8,0.0,0.8,0.0,0.0,0.4,1.4,1.8,0.2,0.0,0.2,0.0,1.8,0.4
9160,Juan Ducasse,SO,2020-21,F,Santa Clara,WCC,5,12,2.4,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.4,0.8,0.8,1.6,0.0,0.4,0.0,0.4,0.2,0.4
9161,Pavlo Dziuba,FR,2020-21,F,Arizona State,Pac-12,8,33,4.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.0,0.3,0.3,0.0,0.0,0.1,0.4,0.8,0.4
9162,Pavlo Dziuba,SO,2021-22,F,Maryland,Big Ten,8,33,4.1,0.1,0.4,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.3,0.4,0.0,0.3,0.0,0.1,0.5,0.4
9164,Hunter Erickson,FR,2020-21,G,Brigham Young,WCC,8,22,2.8,0.1,0.3,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.3,0.4,0.3,0.0,0.1,0.1,0.4,0.4
9165,DJ Fairley,FR,2021-22,G,Alabama A&M,SWAC,8,55,6.9,0.1,1.5,0.0,0.6,0.1,0.9,0.0,0.0,0.0,0.8,0.8,0.0,0.5,0.0,0.9,1.1,0.4
9166,Jaron Faulds,SR,2020-21,F,Michigan,Big Ten,10,27,2.7,0.2,0.9,0.2,0.9,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.1,0.0,0.0,0.1,0.8,0.4
9167,P.J. Fenton,JR,2021-22,F,Navy,Patriot,5,10,2.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.8,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.2,0.4
9168,Borja Fernandez,JR,2021-22,F,Montana State,Big Sky,9,34,3.8,0.2,0.8,0.2,0.6,0.0,0.2,0.0,0.1,0.3,0.2,0.6,0.0,0.1,0.1,0.0,0.4,0.4
9169,Aaron Fiegen,JR,2020-21,F,South Dakota State,Summit,10,28,2.8,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.7,0.4
9170,Tajah Fraley,JR,2020-21,G,Alcorn State,SWAC,7,42,6.0,0.1,1.0,0.1,1.0,0.0,0.0,0.1,0.4,0.4,0.7,1.1,0.3,0.3,0.0,0.6,0.3,0.4
9172,Matt Frost,JR,2021-22,F,Purdue,Big Ten,9,18,2.0,0.1,0.6,0.1,0.6,0.0,0.0,0.2,0.2,0.3,0.0,0.3,0.0,0.1,0.0,0.1,0.2,0.4
9173,Zondrick Garrett,FR,2020-21,F,South Alabama,Sun Belt,5,10,2.0,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.4
9174,Matt Garry,SR,2021-22,G,Connecticut,Big East,5,9,1.8,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.8,0.0,0.4,0.4,0.2,0.2,0.0,0.4,0.2,0.4
9175,Raef Gerdes,JR,2020-21,F,Grand Canyon,WAC,5,9,1.8,0.2,0.6,0.2,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9176,Mason Grigg,FR,2020-21,G,Coastal Carolina,Sun Belt,5,18,3.6,0.2,0.8,0.2,0.2,0.0,0.6,0.0,0.4,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.2,0.4
9177,Brad Halvorsen,FR,2020-21,G,Western Carolina,Southern,5,14,2.8,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.4,0.4,0.4
9178,Grayson Haman,SO,2021-22,G,North Dakota State,Summit,10,29,2.9,0.1,0.4,0.0,0.1,0.1,0.3,0.1,0.2,0.0,0.4,0.4,0.1,0.1,0.1,0.1,0.2,0.4
9179,Kyle Harding,JR,2021-22,G,Fresno State,MWC,13,54,4.2,0.2,0.5,0.2,0.4,0.0,0.2,0.1,0.3,0.0,0.5,0.5,0.5,0.2,0.0,0.2,0.3,0.4
9180,JC Harris,FR,2021-22,G,Maryland-Baltimore County,AEC,5,11,2.2,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.4
9181,Joe Hedstrom,SO,2020-21,C,Wisconsin,Big Ten,9,15,1.7,0.1,0.4,0.0,0.3,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.4,0.4
9182,Rainers Hermanovskis,SO,2020-21,G,William & Mary,CAA,11,52,4.7,0.1,0.5,0.1,0.2,0.0,0.3,0.2,0.4,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.0,0.4
9183,Korey Hess,SO,2021-22,G,Denver,Summit,7,13,1.9,0.1,0.6,0.1,0.4,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.6,0.1,0.0,0.0,0.1,0.4
9184,Leeandre Howard,FR,2021-22,G,Mississippi Valley State,SWAC,5,33,6.6,0.2,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.6,0.8,1.4,0.4,0.0,0.4,1.0,1.6,0.4
9185,McKay Howell,SO,2020-21,F,Southeastern Louisiana,Southland,7,9,1.3,0.1,0.9,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.4
9186,Russell Hyman,FR,2020-21,G,Stephen F. Austin,Southland,8,16,2.0,0.1,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4
9187,Will Jackowitz,SR,2020-21,F,Boston College,ACC,5,14,2.8,0.0,0.6,0.0,0.2,0.0,0.4,0.4,0.4,0.0,0.4,0.4,0.0,0.2,0.0,0.4,0.4,0.4
9189,Zac Jennings,SO,2021-22,G,Bellarmine,A-Sun,11,43,3.9,0.1,0.4,0.1,0.4,0.0,0.0,0.2,0.4,0.1,0.5,0.5,0.1,0.2,0.0,0.3,0.3,0.4
9190,Kasparas Jonauskas,FR,2020-21,F,Sacred Heart,NEC,5,29,5.8,0.0,0.4,0.0,0.2,0.0,0.2,0.4,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.4
9191,Kyle Karstetter,FR,2020-21,F,Idaho State,Big Sky,17,59,3.5,0.1,0.7,0.1,0.2,0.0,0.5,0.2,0.2,0.1,0.5,0.6,0.1,0.0,0.0,0.1,0.5,0.4
9192,Will Keller,SR,2021-22,F,Southern Illinois,MVC,5,7,1.4,0.2,1.0,0.2,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4
9193,Jamel King,FR,2021-22,F,West Virginia,Big 12,8,29,3.6,0.1,0.5,0.0,0.0,0.1,0.5,0.0,0.1,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.6,0.4
9194,Tobin Kund,SR,2021-22,G,California Baptist,WAC,13,33,2.5,0.1,0.9,0.0,0.0,0.1,0.9,0.2,0.2,0.1,0.4,0.5,0.3,0.1,0.0,0.1,0.2,0.4
9195,Keith Lamar,SO,2021-22,G,Stetson,A-Sun,17,83,4.9,0.1,0.9,0.0,0.1,0.1,0.8,0.1,0.1,0.0,0.5,0.5,0.2,0.1,0.1,0.1,0.2,0.4
9196,Gus Larson,FR,2021-22,F,Pennsylvania,Ivy,7,9,1.3,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.9,0.4
9197,Zach Light,SR,2021-22,G,Colgate,Patriot,16,42,2.6,0.1,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.0,0.4,0.4,0.3,0.1,0.0,0.2,0.3,0.4
9198,John McBride,JR,2021-22,G,Mississippi,SEC,8,14,1.8,0.1,0.5,0.1,0.3,0.0,0.3,0.1,0.3,0.3,0.1,0.4,0.3,0.0,0.0,0.1,0.4,0.4
9199,Cameron McCravy,SO,2020-21,G,Hartford,AEC,10,13,1.3,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4
9200,Mehki McCray,SR,2020-21,G,George Mason,A-10,5,9,1.8,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9201,Charles Mendys,SR,2021-22,G,Elon,CAA,13,25,1.9,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.5,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.2,0.4
9202,Andrew Merfeld,FR,2020-21,G,Creighton,Big East,5,10,2.0,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4
9203,Sam Mervis,FR,2021-22,G,Indiana State,MVC,9,44,4.9,0.2,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.3,0.0,0.6,0.1,0.4
9204,Will Miles,SR,2020-21,F,Florida State,ACC,9,18,2.0,0.2,0.8,0.2,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.0,0.2,0.1,0.4
9205,Marko Milivojevic,FR,2021-22,F,Maryland-Eastern Shore,MEAC,14,49,3.5,0.1,0.4,0.1,0.4,0.0,0.0,0.1,0.3,0.4,0.4,0.8,0.0,0.1,0.1,0.3,0.3,0.4
9206,Rodney Miller,SR,2020-21,C,Miami (FL),ACC,5,24,4.8,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.8,0.4,0.0,0.4,0.0,0.4,0.2,0.4,0.8,0.4
9207,Ryan Miller,SR,2021-22,G,Merrimack,NEC,10,15,1.5,0.2,0.5,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.4
9208,Reese Mona,SR,2020-21,G,Maryland,Big Ten,25,153,6.1,0.1,0.3,0.1,0.1,0.0,0.2,0.1,0.4,0.3,0.3,0.6,0.6,0.0,0.0,0.2,0.7,0.4
9209,Joe Moon,SO,2021-22,G,Bryant,NEC,7,30,4.3,0.1,0.6,0.1,0.4,0.0,0.1,0.1,0.3,0.4,0.1,0.6,0.0,0.0,0.1,0.4,0.9,0.4
9210,John-Michael Mulloy,SO,2020-21,F,Butler,Big East,18,118,6.6,0.2,0.3,0.2,0.3,0.0,0.0,0.1,0.2,0.4,0.6,1.0,0.2,0.1,0.1,0.2,1.1,0.4
9211,Haric Murray,JR,2020-21,F,Florida A&M,MEAC,11,22,2.0,0.1,0.3,0.1,0.3,0.0,0.0,0.2,0.5,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.6,0.4
9212,Reed Myers,SO,2021-22,G,Rice,CUSA,5,12,2.4,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.2,0.2,0.6,0.2,0.0,0.0,0.6,0.4
9213,Samone Nelson,SR,2020-21,G,Tennessee State,OVC,7,9,1.3,0.1,0.7,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.4
9214,RJ Noord,FR,2021-22,G,Elon,CAA,17,65,3.8,0.2,0.8,0.2,0.6,0.0,0.2,0.1,0.2,0.1,0.6,0.8,0.1,0.1,0.0,0.4,0.5,0.4
9215,John Norvel,SR,2020-21,G,Northwestern State,Southland,11,93,8.5,0.1,1.3,0.1,0.6,0.0,0.6,0.2,0.4,0.1,0.6,0.7,1.5,0.1,0.1,0.4,1.4,0.4
9216,Victor Okafor,SR,2020-21,F,Morgan State,MEAC,11,49,4.5,0.2,0.5,0.2,0.5,0.0,0.0,0.0,0.0,0.3,0.4,0.6,0.5,0.0,0.0,0.4,0.5,0.4
9217,Thomas Owen,JR,2021-22,G,Jacksonville,A-Sun,10,26,2.6,0.2,0.7,0.2,0.3,0.0,0.4,0.0,0.0,0.2,0.4,0.6,0.0,0.1,0.0,0.2,0.6,0.4
9218,Clay Patterson,JR,2020-21,G,New Mexico,MWC,9,38,4.2,0.1,0.9,0.0,0.1,0.1,0.8,0.1,0.2,0.0,0.3,0.3,0.4,0.1,0.0,0.1,0.6,0.4
9219,Bryan Penn-Johnson,JR,2020-21,C,Louisiana State,SEC,5,17,3.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.0,0.0,0.8,0.8,0.4
9220,Jace Piatkowski,FR,2020-21,G,Nebraska,Big Ten,10,18,1.8,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.4
9221,Will Ramberg,SO,2021-22,G,Minnesota,Big Ten,13,48,3.7,0.2,0.4,0.2,0.3,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.0,0.2,0.2,0.4
9222,Ja'Mare Redus,SO,2020-21,G,Texas Southern,SWAC,7,61,8.7,0.1,0.7,0.1,0.6,0.0,0.1,0.1,0.3,0.0,0.4,0.4,0.7,0.3,0.0,0.6,0.9,0.4
9223,Gabe Reichle,SO,2021-22,G,Oregon,Pac-12,12,25,2.1,0.1,0.3,0.0,0.0,0.1,0.3,0.2,0.2,0.1,0.3,0.3,0.3,0.0,0.0,0.1,0.1,0.4
9225,Kyle Ross,FR,2021-22,F,Milwaukee,Horizon,12,18,1.5,0.2,0.3,0.1,0.3,0.1,0.1,0.0,0.0,0.1,0.3,0.3,0.0,0.1,0.1,0.1,0.0,0.4
9226,Darian Scott,JR,2020-21,C,Missouri State,MVC,12,48,4.0,0.2,0.3,0.2,0.3,0.0,0.0,0.1,0.2,0.1,0.3,0.4,0.3,0.0,0.1,0.2,0.8,0.4
9227,Jordan Sechan,SR,2021-22,G,College of Charleston,CAA,14,59,4.2,0.1,0.8,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.3,0.4,0.2,0.1,0.0,0.0,0.4,0.4
9228,Theofanis Stamoulis,SR,2021-22,G,George Washington,A-10,5,7,1.4,0.2,0.8,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4
9229,Karson Stastny,FR,2020-21,G,Utah State,MWC,7,10,1.4,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4
9230,Trey Stewart,FR,2021-22,G,Brigham Young,WCC,11,29,2.6,0.2,0.8,0.2,0.5,0.0,0.3,0.0,0.0,0.2,0.5,0.6,0.2,0.3,0.1,0.2,0.5,0.4
9231,Tada Stricklen,SO,2021-22,G,Chattanooga,Southern,21,168,8.0,0.1,0.8,0.1,0.2,0.0,0.6,0.1,0.2,0.4,0.5,1.0,0.4,0.2,0.0,0.0,0.5,0.4
9232,Pablo Tamba,FR,2021-22,G,Idaho State,Big Sky,16,54,3.4,0.1,0.6,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.8,0.9,0.0,0.0,0.0,0.3,0.5,0.4
9233,Jack Tempchin,SR,2020-21,G,George Mason,A-10,5,12,2.4,0.0,0.8,0.0,0.6,0.0,0.2,0.4,0.6,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.4
9234,John Tenerowicz,JR,2020-21,G,Ohio,MAC,5,11,2.2,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.4
9235,Taj Thweatt,FR,2020-21,F,West Virginia,Big 12,9,23,2.6,0.2,0.8,0.2,0.4,0.0,0.3,0.0,0.0,0.0,0.8,0.8,0.2,0.1,0.0,0.2,0.4,0.4
9237,Miles Turner,SO,2020-21,G,Portland,WCC,5,23,4.6,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.2,0.0,0.0,0.4,0.4
9238,Brant Ulmer,SO,2020-21,F,Florida Atlantic,CUSA,5,12,2.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.2,0.4
9239,Brandon Upshaw,FR,2021-22,G,Fairleigh Dickinson,NEC,14,42,3.0,0.1,0.9,0.1,0.6,0.0,0.3,0.1,0.1,0.1,0.3,0.4,0.2,0.4,0.0,0.1,0.3,0.4
9240,Eric Van Der Heijden,FR,2021-22,F,Mississippi,SEC,15,62,4.1,0.1,0.7,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.5,0.6,0.3,0.1,0.1,0.2,0.6,0.4
9241,Steven Vasquez,FR,2021-22,G,Fresno State,MWC,5,6,1.2,0.2,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.4
9242,Aljaz Vidmar,FR,2021-22,F,Howard,MEAC,11,48,4.4,0.2,0.7,0.2,0.5,0.0,0.2,0.0,0.2,0.5,0.3,0.7,0.1,0.0,0.0,0.4,1.0,0.4
9243,Jonas Visser,SO,2021-22,C,San Francisco,WCC,5,10,2.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.2,0.4,0.4
9244,Joshua Walker,SO,2021-22,F,Radford,Big South,5,18,3.6,0.2,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.2,0.4
9245,Jack Webb,FR,2021-22,G,Central Michigan,MAC,29,353,12.2,0.1,0.9,0.1,0.4,0.1,0.5,0.1,0.2,0.4,0.9,1.3,0.3,0.2,0.2,0.3,1.3,0.4
9246,R.J. Weise,SO,2021-22,G,Rider,MAAC,5,14,2.8,0.2,1.2,0.2,0.6,0.0,0.6,0.0,0.0,0.0,0.8,0.8,0.8,0.0,0.0,0.2,0.0,0.4
9247,Deandre Wilkins,SO,2020-21,C,Wagner,NEC,5,27,5.4,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.8,1.4,0.0,0.0,0.0,0.2,0.8,0.4
9248,Jordan Williams,SR,2020-21,G,St. Francis (NY),NEC,8,17,2.1,0.1,0.6,0.0,0.4,0.1,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.4
9249,Malcolm Wilson,SO,2020-21,C,Georgetown,Big East,12,38,3.2,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.3,0.6,0.6,1.2,0.0,0.1,0.3,0.3,0.0,0.4
9250,Gabe Wiznitzer,SO,2021-22,C,Louisville,ACC,5,31,6.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.0,0.2,0.2,1.4,0.4
9251,Babatunde Akingbola,JR,2021-22,C,Auburn,SEC,6,20,3.3,0.2,1.0,0.2,0.5,0.0,0.5,0.0,0.0,0.0,0.8,0.8,0.2,0.0,0.5,0.3,0.3,0.3
9252,Max Amadasun,SO,2021-22,C,Pittsburgh,ACC,7,9,1.3,0.1,0.3,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.3,0.3
9253,James Ametepe,JR,2020-21,F,Florida International,CUSA,8,29,3.6,0.1,1.0,0.1,0.6,0.0,0.4,0.0,0.1,0.4,0.3,0.6,0.0,0.4,0.0,0.8,1.3,0.3
9254,Abe Atiyeh,SO,2021-22,G,Boston College,ACC,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3
9256,Michael Baer,SR,2020-21,F,Iowa,Big Ten,7,10,1.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.3,0.3
9257,Tyler Barnes,SR,2020-21,F,Alabama,SEC,13,23,1.8,0.1,0.2,0.1,0.1,0.0,0.2,0.2,0.3,0.1,0.5,0.6,0.1,0.2,0.0,0.0,0.2,0.3
9258,Jake Baughman,SR,2020-21,G,Loyola (IL),MVC,11,26,2.4,0.1,0.5,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.3
9260,Sam Beskind,SO,2020-21,G,Stanford,Pac-12,11,18,1.6,0.1,0.2,0.1,0.2,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.3
9261,Jackson Best,SR,2020-21,G,Southern Illinois-Edwardsville,OVC,3,5,1.7,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.3
9262,Carter Boothe,SR,2021-22,G,Iowa State,Big 12,6,9,1.5,0.0,0.2,0.0,0.0,0.0,0.2,0.3,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3
9263,Benjamin Bosmans-Verdonk,FR,2020-21,F,Illinois,Big Ten,8,18,2.3,0.1,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.1,0.0,0.3
9264,Robert Boyd,JR,2020-21,F,Arkansas-Pine Bluff,SWAC,21,163,7.8,0.1,0.8,0.0,0.2,0.0,0.5,0.0,0.2,0.2,0.5,0.7,0.3,0.1,0.1,0.1,1.0,0.3
9265,LaDamien Bradford,FR,2020-21,G,Texas A&M,SEC,14,97,6.9,0.1,0.7,0.1,0.4,0.0,0.3,0.1,0.4,0.1,0.6,0.7,0.4,0.4,0.1,0.3,1.0,0.3
9266,Jerroda Briscoe,SR,2021-22,F,Prairie View,SWAC,6,30,5.0,0.2,0.7,0.2,0.7,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.8,0.3
9267,Micah Burno,JR,2021-22,G,Arizona State,Pac-12,7,7,1.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.3
9268,Charles Burns,SO,2020-21,G,Northern Arizona,Big Sky,11,9,0.8,0.1,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
9269,Dawson Carper,JR,2020-21,C,Missouri State,MVC,3,13,4.3,0.0,0.7,0.0,0.7,0.0,0.0,0.3,0.7,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.3,0.3
9270,Jonah Carrasco,JR,2020-21,F,IUPUI,Horizon,14,50,3.6,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.0,0.1,0.2,0.4,0.7,0.3
9272,Brad Colbert,SO,2021-22,G,Louisville,ACC,4,6,1.5,0.0,0.5,0.0,0.0,0.0,0.5,0.3,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3
9273,Bailey Conrad,SO,2021-22,F,Western Kentucky,CUSA,9,26,2.9,0.1,0.8,0.1,0.2,0.0,0.6,0.1,0.3,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.1,0.3
9275,Drew Daniel,FR,2020-21,F,Northern Iowa,MVC,10,19,1.9,0.1,0.4,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3
9277,Dave Dickerson,SO,2021-22,G,South Carolina Upstate,Big South,8,13,1.6,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.3,0.3
9278,Assane Diouf,JR,2020-21,C,Fresno State,MWC,6,20,3.3,0.2,0.5,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.2,0.3,0.7,0.3
9279,Roy Dixon,JR,2021-22,G,Northwestern,Big Ten,6,13,2.2,0.2,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.2,0.2,0.3
9280,Jakub Dombek,SO,2020-21,F,Hartford,AEC,10,23,2.3,0.1,0.8,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.6,0.7,0.0,0.0,0.0,0.1,0.2,0.3
9281,Dreshaun Doyne,FR,2021-22,F,Arkansas-Pine Bluff,SWAC,4,24,6.0,0.0,0.5,0.0,0.0,0.0,0.5,0.3,0.8,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.5,0.3
